id_miembro,fec_registro,id_ciudad,genero,rango_edad,canal_pref,activo,fec_ultima_compra
10886,2024-05-07,Cachipay,M,26-35,Tienda fisica,True,2026-05-29
10887,2024-12-31,Guaranda,F,26-35,Tienda fisica,True,2026-08-01
10888,2023-09-16,Pueblo Bello,M,18-25,Tienda fisica,True,2026-03-28
10889,2023-07-20,Gutiérrez,,46-60,Ecommerce,True,2026-03-24
10890,2025-06-21,Puerto Nariño,M,46-60,Tienda fisica,True,2025-09-17
10891,2022-12-16,Yalí,,46-60,Tienda fisica,False,2026-04-25
10892,2025-06-26,Cáchira,No informado,26-35,Ecommerce,True,2026-08-02
10893,2023-08-29,Buenavista,M,18-25,Tienda fisica,False,2026-07-30
10894,2025-03-21,Caicedonia,F,26-35,Tienda fisica,True,2026-08-16
10895,2025-06-24,Icononzo,F,36-45,Ecommerce,True,2026-06-10
10896,2024-05-11,Cravo Norte,F,46-60,Ecommerce,True,2026-05-10
10897,2023-04-06,San Jerónimo,M,46-60,Tienda fisica,True,2025-12-24
10898,2021-11-22,Bagadó,,46-60,Tienda fisica,True,2025-12-16
10899,2025-06-12,Tamalameque,F,18-25,Tienda fisica,True,2025-09-29
10900,2023-07-24,Puerto Alegría,F,26-35,Tienda fisica,True,2026-07-13
10901,2022-07-18,San Estanislao,M,46-60,Tienda fisica,True,2026-02-10
10902,2024-05-04,Tarazá,F,,Tienda fisica,True,2026-05-31
10903,2022-05-14,Ciudad Bolívar,F,26-35,Tienda fisica,False,2026-01-04
10904,2023-10-29,Sardinata,M,60+,Tienda fisica,False,2026-08-29
10905,2025-08-25,Montelíbano,M,26-35,Marketplace,True,2026-03-06
10906,2024-08-03,Covarachía,F,46-60,Tienda fisica,True,2025-11-05
10907,2023-12-18,Amalfi,M,36-45,Ecommerce,True,2025-10-29
10908,2023-02-11,Distracción,M,36-45,Tienda fisica,True,2026-07-29
10909,2025-01-22,Barbacoas,F,18-25,Tienda fisica,False,2025-09-26
10910,2023-08-06,Hispania,F,60+,Ecommerce,True,2026-07-17
10911,2022-06-12,Morroa,F,,Tienda fisica,False,2026-01-24
10912,2024-02-15,Génova,M,36-45,Marketplace,False,2026-04-16
10913,2024-11-14,Nobsa,F,46-60,Ecommerce,True,2026-07-12
10914,2022-11-10,Pacho,M,26-35,Tienda fisica,False,2026-01-19
10915,2023-01-25,Anorí,F,18-25,Tienda fisica,True,2025-11-27
10916,2024-01-26,San Juan de Rioseco,F,18-25,Ecommerce,True,2026-08-19
10917,2022-04-14,Tame,M,36-45,Ecommerce,True,2025-08-15
10918,2022-05-14,Galán,F,36-45,Tienda fisica,True,2026-01-06
10919,2025-04-03,San Pedro,F,26-35,Tienda fisica,True,2025-11-18
10920,2023-03-22,San José de Toluviejo,M,18-25,Tienda fisica,True,2026-08-12
10921,2023-02-03,Gachantivá,F,26-35,Ecommerce,True,2026-03-31
10922,2024-11-05,Jordán,F,60+,Marketplace,True,2025-11-27
10923,2024-12-04,Yarumal,M,46-60,Ecommerce,True,2026-06-27
10924,2025-01-03,Murillo,M,36-45,Tienda fisica,True,2025-11-24
10925,2024-04-30,Granada,F,18-25,Marketplace,True,2026-09-01
10926,2024-08-17,Anolaima,F,46-60,Tienda fisica,True,2025-12-22
10927,2022-10-14,Sutatenza,F,36-45,Tienda fisica,True,2026-09-02
10928,2021-11-27,Coper,F,26-35,Tienda fisica,True,2025-11-16
10929,2023-10-16,Valparaíso,F,36-45,Ecommerce,True,2025-11-01
10930,2022-04-18,Florencia,M,36-45,Ecommerce,True,2026-08-30
10931,2023-08-03,Tarso,No informado,26-35,Tienda fisica,False,2026-01-29
10932,2021-09-07,San Luis,F,36-45,Ecommerce,True,2026-06-13
10933,2024-02-03,Covarachía,M,26-35,Tienda fisica,True,2026-05-26
10934,2022-08-15,Iza,F,60+,Ecommerce,True,2025-08-29
10935,2022-03-18,Yacopí,F,36-45,Ecommerce,True,2025-09-07
10936,2021-12-03,Puerto Asís,F,36-45,Tienda fisica,True,2025-11-12
10937,2024-01-19,Santana,F,60+,Tienda fisica,False,2026-07-03
10938,2024-03-20,Jenesano,F,36-45,Ecommerce,True,2025-11-04
10939,2025-08-14,Bochalema,M,36-45,Ecommerce,False,2026-07-26
10940,2023-02-18,Vistahermosa,F,36-45,Tienda fisica,True,2025-08-09
10941,2023-05-20,Envigado,M,36-45,Tienda fisica,True,2026-06-16
10942,2024-01-26,Arauca,F,36-45,Tienda fisica,True,2025-12-12
10943,2024-10-14,Zipacón,M,18-25,Tienda fisica,True,2026-01-13
10944,2022-02-15,Palmito,M,36-45,Tienda fisica,True,2026-09-01
10945,2021-07-29,Sotará Paispamba,M,36-45,Marketplace,True,2025-11-19
10946,2021-08-01,Sabanalarga,M,18-25,Tienda fisica,True,2026-08-21
10947,2023-10-29,San Antero,F,26-35,Tienda fisica,False,2025-10-25
10948,2022-08-13,Convención,M,,Ecommerce,True,2026-02-26
10949,2022-04-09,Pasca,M,26-35,Marketplace,True,2026-06-27
10950,2022-06-20,Los Patios,M,26-35,Ecommerce,False,2026-03-10
10951,2024-03-21,Briceño,F,60+,Tienda fisica,True,2026-08-26
10952,2022-01-22,Chipatá,M,46-60,Ecommerce,True,2026-05-30
10953,2022-12-23,Gachantivá,M,26-35,Ecommerce,True,2025-10-11
10954,2025-04-15,Cañasgordas,M,46-60,Tienda fisica,True,2025-08-07
10955,2025-01-03,Enciso,M,36-45,Marketplace,True,2026-06-03
10956,2023-09-13,Nariño,,26-35,Ecommerce,True,2026-01-01
10957,2021-10-24,San Carlos,F,46-60,Ecommerce,True,2026-04-08
10958,2022-09-02,Cucunubá,F,,Ecommerce,True,2025-12-18
10959,2023-01-10,Pore,M,36-45,Tienda fisica,False,2025-09-13
10960,2023-03-12,Zetaquira,F,36-45,Ecommerce,True,2025-11-09
10961,2021-11-25,Tibaná,M,46-60,Tienda fisica,True,2026-08-25
10962,2023-06-17,Ayapel,M,36-45,Tienda fisica,True,2025-12-14
10963,2024-01-03,Samaná,M,36-45,Ecommerce,True,2025-09-07
10964,2024-02-04,Guapi,F,36-45,Tienda fisica,True,2025-11-27
10965,2023-07-13,Gachancipá,M,26-35,Tienda fisica,True,2026-04-21
10966,2024-10-09,Samaniego,M,36-45,Ecommerce,True,2026-02-04
10967,2021-09-27,Chimá,M,26-35,Tienda fisica,True,2026-03-09
10968,2021-11-21,Chalán,M,36-45,Tienda fisica,True,2026-02-14
10969,2024-02-08,Hatonuevo,F,26-35,Tienda fisica,True,2026-04-03
10970,2022-08-30,Fundación,F,,Marketplace,False,2026-07-21
10971,2022-07-02,Cartago,M,36-45,Marketplace,True,2026-03-20
10972,2023-02-27,San Luis de Gaceno,M,46-60,Tienda fisica,True,2025-12-11
10973,2025-03-22,San Onofre,M,26-35,Tienda fisica,False,2025-11-19
10974,2025-04-29,Peñol,F,26-35,Ecommerce,True,2026-03-18
10975,2022-09-27,Sitionuevo,M,36-45,Tienda fisica,True,2026-02-24
10976,2025-03-21,Ramiriquí,F,26-35,Tienda fisica,True,2026-05-02
10977,2022-04-22,La Jagua del Pilar,F,36-45,Marketplace,True,2026-04-22
10978,2023-11-26,Hispania,F,36-45,Tienda fisica,True,2026-02-17
10979,2022-05-18,Malambo,M,18-25,Tienda fisica,True,2025-11-12
10980,2025-02-28,Pacoa,M,36-45,Ecommerce,True,2026-01-30
10981,2024-01-24,Puerto Nariño,F,36-45,Ecommerce,False,2026-04-16
10982,2025-01-24,Puerto Wilches,F,26-35,Ecommerce,True,2025-09-20
10983,2023-09-02,Tununguá,M,26-35,Ecommerce,True,2025-10-07
10984,2025-05-06,San Luis,M,26-35,Ecommerce,True,2025-09-13
10985,2024-07-19,La Virginia,F,60+,Ecommerce,True,2025-09-08
10986,2024-06-20,Circasia,F,60+,Tienda fisica,False,2026-04-05
10987,2023-08-02,Guachucal,F,18-25,Ecommerce,True,2026-01-10
10988,2025-08-19,Palmas del Socorro,M,36-45,Marketplace,False,2025-08-18
10989,2024-05-23,Candelaria,F,26-35,Tienda fisica,True,2025-08-05
10990,2022-09-02,Pereira,,26-35,Tienda fisica,True,2026-03-15
10991,2023-12-31,San Antonio,F,36-45,Tienda fisica,True,2026-03-27
10992,2023-03-20,San Onofre,F,18-25,Tienda fisica,True,2026-02-21
10993,2022-02-23,Santa Rosalía,,,Ecommerce,True,2026-05-15
10994,2023-08-05,Restrepo,F,36-45,Tienda fisica,True,2025-09-04
10995,2022-01-26,Cajamarca,M,46-60,Ecommerce,True,2025-08-30
10996,2021-08-16,Moniquirá,F,26-35,Tienda fisica,True,2025-11-21
10997,2023-07-05,Puerto Tejada,M,36-45,Ecommerce,True,2026-02-25
10998,2023-09-13,Betulia,F,60+,Ecommerce,True,2026-04-18
10999,2024-05-18,Cravo Norte,M,36-45,Tienda fisica,True,2025-10-27
11000,2022-02-08,Nocaima,M,,Tienda fisica,False,2025-12-12
11001,2022-06-19,La Victoria,F,46-60,Tienda fisica,True,2025-09-07
11002,2024-11-24,Canalete,M,36-45,Tienda fisica,True,2026-07-05
11003,2023-01-02,Candelaria,F,46-60,Tienda fisica,True,2026-05-10
11004,2024-08-03,Puerto Boyacá,F,36-45,Tienda fisica,True,2025-09-05
11005,2021-08-12,Alejandría,F,36-45,Ecommerce,True,2026-01-18
11006,2024-04-30,Puerto Nare,F,,Ecommerce,False,2025-09-07
11007,2025-05-01,Mutiscua,M,36-45,Ecommerce,True,2025-10-13
11008,2021-08-11,El Carmen de Chucurí,F,36-45,Ecommerce,True,2025-10-08
11009,2023-03-08,Ciénaga de Oro,F,36-45,Ecommerce,True,2026-07-07
11010,2021-12-13,Pesca,M,18-25,Ecommerce,True,2026-03-03
11011,2022-01-06,Zona Bananera,M,26-35,Ecommerce,True,2026-01-23
11012,2023-11-02,Enciso,No informado,60+,Tienda fisica,True,2026-03-03
11013,2023-11-12,Tuluá,M,26-35,Ecommerce,True,2026-02-08
11014,2022-03-18,San José del Guaviare,F,60+,Tienda fisica,True,2026-01-09
11015,2024-02-14,San Pablo,F,46-60,Tienda fisica,True,2025-12-29
11016,2024-09-20,Consacá,M,26-35,Ecommerce,True,2025-10-04
11017,2023-05-09,Ocamonte,M,36-45,Tienda fisica,True,2025-12-31
11018,2023-03-31,Tesalia,F,26-35,Tienda fisica,True,2026-08-06
11019,2022-04-21,Jamundí,M,18-25,Marketplace,True,2026-06-07
11020,2025-01-05,Guaduas,F,46-60,Tienda fisica,True,2025-12-26
11021,2023-09-06,Buenavista,F,46-60,Ecommerce,True,2026-03-22
11022,2023-04-26,San Pedro,F,36-45,Tienda fisica,False,2025-08-31
11023,2021-09-25,Cocorná,No informado,36-45,Marketplace,False,2026-03-12
11024,2024-10-06,Guapotá,F,36-45,Tienda fisica,True,2026-02-13
11025,2023-02-17,Palmar de Varela,F,36-45,Tienda fisica,True,2026-08-28
11026,2023-04-10,Guadalajara de Buga,M,18-25,Tienda fisica,True,2025-12-11
11027,2021-10-04,El Rosario,F,36-45,Ecommerce,True,2026-01-08
11028,2023-12-01,Barbosa,M,60+,Tienda fisica,True,2025-09-16
11029,2024-12-07,Amagá,M,18-25,Ecommerce,False,2026-07-21
11030,2023-05-20,Puerto Escondido,F,46-60,Marketplace,True,2026-08-10
11031,2022-03-01,Mocoa,M,26-35,Ecommerce,False,2026-03-29
11032,2025-01-06,Cantagallo,F,26-35,Ecommerce,True,2026-03-31
11033,2022-09-26,Campoalegre,M,36-45,Tienda fisica,True,2026-04-22
11034,2023-08-07,Urrao,F,46-60,Tienda fisica,True,2026-02-12
11035,2022-05-30,Puerto Salgar,F,26-35,Tienda fisica,True,2026-05-12
11036,2024-05-18,Pailitas,M,26-35,Ecommerce,False,2026-05-07
11037,2022-03-04,San José del Guaviare,,18-25,Tienda fisica,True,2026-07-22
11038,2025-02-01,Amalfi,,26-35,Ecommerce,True,2026-04-29
11039,2023-07-03,San Jacinto del Cauca,F,36-45,Marketplace,True,2025-10-18
11040,2023-08-16,Consacá,,60+,Tienda fisica,True,2026-05-16
11041,2024-07-12,Manaure Balcón del Cesar,F,26-35,Tienda fisica,True,2026-03-10
11042,2025-02-09,Santo Tomás,F,18-25,Tienda fisica,True,2026-05-25
11043,2021-10-19,Colón,F,46-60,Tienda fisica,True,2026-07-29
11044,2023-12-04,Apartadó,F,18-25,Tienda fisica,True,2026-02-24
11045,2021-11-12,Ciudad Bolívar,F,26-35,Tienda fisica,True,2026-01-18
11046,2024-05-08,Guaitarilla,M,36-45,Tienda fisica,True,2026-08-31
11047,2023-01-14,La Pedrera,,,Ecommerce,True,2025-09-03
11048,2023-06-13,Buenavista,F,36-45,Tienda fisica,False,2025-10-16
11049,2024-01-09,Potosí,F,26-35,Ecommerce,True,2025-12-29
11050,2023-09-10,Puracé,M,26-35,Tienda fisica,True,2026-07-26
11051,2024-08-18,Isnos,F,18-25,Marketplace,True,2026-08-27
11052,2025-02-15,El Retorno,F,46-60,Tienda fisica,True,2026-01-11
11053,2022-12-06,Algarrobo,M,26-35,Tienda fisica,True,2025-08-25
11054,2024-07-13,Sipí,F,60+,Ecommerce,True,2026-02-25
11055,2023-07-02,Jambaló,F,18-25,Tienda fisica,True,2026-06-17
11056,2023-05-23,Sabanas de San Ángel,F,26-35,Tienda fisica,True,2025-12-01
11057,2021-07-31,Pivijay,,60+,Ecommerce,True,2026-06-06
11058,2022-04-03,Teorama,,36-45,Ecommerce,True,2026-04-21
11059,2024-12-01,Sabanagrande,M,18-25,Tienda fisica,True,2025-09-12
11060,2025-06-08,Útica,F,18-25,Tienda fisica,True,2025-09-13
11061,2021-09-15,Galapa,F,26-35,Tienda fisica,False,2025-09-11
11062,2025-04-21,Páramo,F,60+,Ecommerce,True,2026-04-02
11063,2022-09-29,Sabanalarga,M,18-25,Tienda fisica,True,2026-08-29
11064,2022-05-28,Hobo,F,46-60,Marketplace,True,2026-06-22
11065,2022-02-14,Purísima de la Concepción,F,26-35,Ecommerce,True,2026-02-07
11066,2024-04-13,Sucre,,36-45,Tienda fisica,True,2025-09-30
11067,2024-03-30,La Esperanza,M,26-35,Tienda fisica,True,2025-10-22
11068,2024-08-15,Hispania,F,26-35,Ecommerce,True,2025-09-07
11069,2024-12-25,Berbeo,F,36-45,Tienda fisica,True,2025-09-15
11070,2024-09-25,San Luis de Palenque,M,36-45,Tienda fisica,True,2025-08-24
11071,2024-11-05,Agustín Codazzi,F,36-45,Ecommerce,True,2026-01-12
11072,2021-09-09,Morales,M,,Tienda fisica,True,2025-09-25
11073,2023-09-07,El Tambo,F,46-60,Tienda fisica,True,2025-10-19
11074,2023-07-31,Herveo,M,46-60,Tienda fisica,True,2025-10-31
11075,2023-02-09,Arauca,M,18-25,Ecommerce,True,2025-12-31
11076,2025-01-06,Jericó,M,26-35,Tienda fisica,True,2026-07-28
11077,2021-08-14,Chitagá,M,26-35,Ecommerce,True,2026-05-02
11078,2024-01-04,Cuaspud Carlosama,,18-25,Marketplace,True,2026-04-19
11079,2023-08-05,Chía,M,,Ecommerce,False,2026-02-16
11080,2024-08-10,Linares,F,60+,Tienda fisica,True,2025-08-15
11081,2024-06-13,Toca,M,18-25,Tienda fisica,True,2026-01-27
11082,2024-12-25,San Antonio del Tequendama,M,26-35,Marketplace,True,2026-08-10
11083,2023-08-11,Balboa,F,36-45,Ecommerce,False,2026-05-17
11084,2021-08-29,Puracé,F,46-60,Tienda fisica,True,2026-03-02
11085,2025-08-07,Enciso,M,60+,Tienda fisica,True,2026-05-02
11086,2023-11-07,Sonsón,M,26-35,Tienda fisica,True,2026-04-07
11087,2024-01-27,Ricaurte,M,26-35,Tienda fisica,True,2026-01-04
11088,2022-11-03,Jambaló,M,36-45,Ecommerce,True,2025-08-05
11089,2022-08-21,Pijiño del Carmen,,46-60,Tienda fisica,True,2026-04-23
11090,2021-12-27,Ebéjico,F,18-25,Tienda fisica,True,2025-10-10
11091,2024-08-17,Pulí,M,46-60,Tienda fisica,True,2026-07-30
11092,2024-10-31,Argelia,M,18-25,Tienda fisica,False,2026-07-15
11093,2023-09-16,Sabanalarga,M,26-35,Tienda fisica,True,2025-12-02
11094,2025-02-24,Guachetá,F,60+,Tienda fisica,True,2025-11-22
11095,2023-09-13,Yaguará,F,46-60,Tienda fisica,True,2025-12-26
11096,2024-08-10,Vijes,F,18-25,Ecommerce,True,2026-07-18
11097,2024-05-22,El Peñón,F,46-60,Ecommerce,False,2026-02-26
11098,2022-10-02,Versalles,F,18-25,Tienda fisica,False,2026-05-14
11099,2025-01-23,Nuquí,M,60+,Tienda fisica,True,2025-09-28
11100,2024-02-10,Facatativá,M,26-35,Tienda fisica,True,2026-01-19
11101,2022-11-25,Miranda,M,46-60,Tienda fisica,True,2025-12-21
11102,2023-09-02,Zipacón,F,26-35,Ecommerce,True,2025-10-30
11103,2022-02-28,Rivera,M,46-60,Ecommerce,True,2026-08-05
11104,2025-08-05,Imués,F,,Tienda fisica,True,2026-07-19
11105,2024-01-02,Candelaria,F,36-45,Tienda fisica,True,2026-02-13
11106,2025-08-29,Tello,F,,Tienda fisica,True,2025-10-26
11107,2025-06-03,Cucunubá,M,36-45,Tienda fisica,True,2026-07-10
11108,2024-01-03,Timaná,F,46-60,Ecommerce,True,2026-03-20
11109,2024-08-24,Guapi,M,60+,Tienda fisica,True,2025-12-28
11110,2025-01-22,Distracción,M,26-35,Ecommerce,True,2025-10-05
11111,2021-09-26,Córdoba,F,46-60,Tienda fisica,True,2025-12-29
11112,2022-06-06,Arroyohondo,F,26-35,Tienda fisica,True,2025-09-27
11113,2023-11-23,Belalcázar,,46-60,Tienda fisica,True,2025-11-18
11114,2021-10-09,Aguadas,M,46-60,Ecommerce,False,2025-08-30
11115,2025-05-01,Génova,F,36-45,Ecommerce,True,2026-07-26
11116,2021-11-16,Tenerife,M,26-35,Tienda fisica,False,2025-09-30
11117,2022-01-29,Socha,F,18-25,Ecommerce,True,2026-05-20
11118,2023-10-07,San Pelayo,,26-35,Tienda fisica,True,2025-11-12
11119,2022-10-02,Jamundí,M,26-35,Tienda fisica,True,2026-04-28
11120,2024-07-01,Marmato,F,36-45,Tienda fisica,True,2026-02-23
11121,2021-09-18,Chiquinquirá,M,46-60,Ecommerce,True,2025-10-11
11122,2023-09-10,Santa Bárbara,M,18-25,Tienda fisica,True,2025-09-21
11123,2024-10-13,La Paz,M,60+,Ecommerce,True,2026-06-27
11124,2025-04-01,Ventaquemada,F,18-25,Tienda fisica,True,2026-04-10
11125,2022-10-23,La Guadalupe,F,36-45,Ecommerce,True,2025-09-05
11126,2021-10-20,Arboledas,F,36-45,Tienda fisica,True,2026-08-02
11127,2022-11-03,Restrepo,M,46-60,Tienda fisica,True,2026-08-21
11128,2022-12-03,San José de Pare,F,18-25,Tienda fisica,True,2026-01-03
11129,2022-06-11,Betéitiva,M,26-35,Ecommerce,True,2025-08-09
11130,2024-07-02,Salgar,M,18-25,Tienda fisica,True,2026-05-16
11131,2024-04-16,Puerto Triunfo,M,36-45,Tienda fisica,True,2026-04-04
11132,2022-07-24,Corozal,M,36-45,Ecommerce,True,2026-05-09
11133,2023-01-06,Agua de Dios,M,18-25,Marketplace,True,2026-05-07
11134,2024-09-02,Barranca de Upía,M,26-35,Tienda fisica,True,2025-09-20
11135,2025-06-08,Liborina,F,36-45,Ecommerce,True,2026-04-15
11136,2022-08-04,Calamar,F,46-60,Tienda fisica,True,2026-03-11
11137,2022-02-22,Gamarra,F,36-45,Ecommerce,True,2026-03-19
11138,2024-01-11,Inzá,F,36-45,Tienda fisica,True,2026-02-16
11139,2022-04-07,Belén,M,46-60,Marketplace,True,2025-09-04
11140,2022-02-17,Morroa,M,60+,Tienda fisica,False,2026-06-27
11141,2022-10-20,Envigado,No informado,26-35,Tienda fisica,True,2026-01-01
11142,2021-08-12,Oporapa,F,36-45,Marketplace,True,2026-03-15
11143,2021-09-04,El Litoral del San Juan,M,60+,Tienda fisica,True,2026-04-28
11144,2024-05-12,Pinillos,M,26-35,Ecommerce,True,2026-05-29
11145,2021-12-26,Quipile,,36-45,Tienda fisica,True,2025-11-04
11146,2023-06-01,Vijes,F,46-60,Marketplace,True,2026-08-01
11147,2024-02-09,Somondoco,M,26-35,Ecommerce,True,2025-08-20
11148,2024-09-13,Tinjacá,M,26-35,Marketplace,True,2026-06-27
11149,2022-11-04,Yacopí,M,36-45,Ecommerce,True,2026-04-28
11150,2022-05-23,Montería,M,46-60,Marketplace,True,2025-11-10
11151,2024-11-04,Cocorná,M,36-45,Tienda fisica,True,2025-11-07
11152,2023-08-29,Inzá,F,18-25,Ecommerce,True,2025-12-30
11153,2022-01-07,El Castillo,F,36-45,Ecommerce,True,2026-03-19
11154,2021-08-21,El Banco,M,26-35,Ecommerce,True,2026-05-28
11155,2023-11-15,Pradera,No informado,26-35,Ecommerce,False,2025-10-12
11156,2022-01-13,Támara,F,18-25,Ecommerce,True,2026-07-19
11157,2022-03-03,La Tola,F,60+,Ecommerce,True,2026-06-09
11158,2024-07-22,Fundación,M,46-60,Tienda fisica,False,2026-06-13
11159,2023-10-23,Puerto Parra,M,18-25,Tienda fisica,True,2026-08-30
11160,2025-03-09,Tamalameque,F,26-35,Tienda fisica,True,2025-11-12
11161,2025-08-27,San Antero,F,18-25,Tienda fisica,False,2026-09-02
11162,2023-02-18,Suárez,F,36-45,Ecommerce,False,2025-10-18
11163,2025-09-01,Suesca,F,26-35,Ecommerce,True,2026-05-21
11164,2024-05-15,Viterbo,F,18-25,Tienda fisica,True,2026-03-05
11165,2024-12-15,Toledo,F,46-60,Ecommerce,True,2026-02-18
11166,2024-08-20,Armenia,F,26-35,Tienda fisica,True,2025-11-04
11167,2024-09-07,Pacoa,M,,Tienda fisica,True,2026-05-19
11168,2023-06-10,El Tambo,M,26-35,Ecommerce,True,2026-06-08
11169,2022-07-02,Córdoba,No informado,,Tienda fisica,True,2025-12-25
11170,2023-06-20,San Jerónimo,M,18-25,Tienda fisica,True,2026-08-31
11171,2022-07-27,San José de Pare,F,26-35,Tienda fisica,True,2026-01-16
11172,2023-06-21,Pamplonita,F,46-60,Tienda fisica,True,2026-06-28
11173,2022-11-07,Belalcázar,F,26-35,Ecommerce,True,2026-07-15
11174,2024-06-20,San Bernardo,,,Ecommerce,True,2025-08-29
11175,2024-04-30,Chíquiza,F,36-45,Ecommerce,True,2026-03-08
11176,2025-01-14,Soacha,M,26-35,Tienda fisica,True,2026-04-27
11177,2023-07-17,Funza,M,18-25,Ecommerce,True,2026-02-21
11178,2024-12-03,Hatonuevo,M,18-25,Ecommerce,True,2025-10-23
11179,2023-02-10,Puerto Escondido,M,46-60,Ecommerce,True,2026-09-02
11180,2022-09-20,Guaitarilla,M,46-60,Tienda fisica,False,2025-08-15
11181,2022-01-16,San Juan del Cesar,M,18-25,Tienda fisica,True,2025-11-05
11182,2023-10-03,Belén de Umbría,F,60+,Tienda fisica,True,2025-08-21
11183,2021-08-09,Mongua,M,18-25,Ecommerce,True,2026-03-29
11184,2023-10-01,San Onofre,M,26-35,Ecommerce,True,2025-08-01
11185,2022-09-30,Neira,,46-60,Tienda fisica,True,2026-01-03
11186,2021-08-31,Caracolí,M,36-45,Tienda fisica,True,2025-12-25
11187,2023-07-03,Cajamarca,M,26-35,Ecommerce,False,2025-10-26
11188,2021-11-28,Baranoa,M,18-25,Tienda fisica,False,2025-08-11
11189,2023-04-24,La Mesa,M,46-60,Tienda fisica,True,2026-05-08
11190,2025-05-30,La Paz,F,26-35,Tienda fisica,True,2025-08-30
11191,2023-08-25,Rovira,F,46-60,Tienda fisica,False,2026-04-01
11192,2022-05-27,Palmira,F,18-25,Tienda fisica,True,2025-09-20
11193,2023-01-06,La Gloria,F,26-35,Marketplace,True,2026-03-20
11194,2024-08-29,Cunday,F,36-45,Tienda fisica,True,2026-02-21
11195,2024-07-01,Suárez,,36-45,Tienda fisica,True,2025-11-28
11196,2022-09-17,Herrán,F,36-45,Marketplace,True,2026-07-29
11197,2022-05-26,San Antero,M,36-45,Marketplace,True,2026-02-05
11198,2024-12-18,San Roque,M,36-45,Tienda fisica,True,2026-05-19
11199,2023-10-23,Aquitania,,26-35,Tienda fisica,True,2025-12-24
11200,2025-01-29,Puerto López,F,26-35,Ecommerce,True,2025-09-30
11201,2024-06-20,Inzá,M,46-60,Tienda fisica,True,2026-08-10
11202,2021-10-27,Carmen de Apicalá,F,36-45,Ecommerce,True,2025-09-26
11203,2025-07-23,Piedras,M,26-35,Ecommerce,True,2025-09-09
11204,2023-05-21,Curumaní,M,18-25,Ecommerce,True,2025-09-17
11205,2023-10-29,Ibagué,M,36-45,Tienda fisica,True,2026-05-08
11206,2024-03-29,Bahía Solano,M,36-45,Tienda fisica,True,2026-01-25
11207,2021-12-28,Miraflores,F,60+,Marketplace,True,2025-12-08
11208,2022-01-07,Tiquisio,M,18-25,Tienda fisica,True,2026-03-21
11209,2025-08-04,Moniquirá,F,18-25,Ecommerce,True,2025-10-21
11210,2024-06-27,Leticia,M,46-60,Marketplace,True,2025-10-04
11211,2024-09-15,Guadalupe,F,60+,Ecommerce,True,2026-08-20
11212,2025-06-01,Une,F,46-60,Tienda fisica,True,2025-12-11
11213,2023-08-11,La Primavera,M,46-60,Marketplace,False,2025-11-02
11214,2024-01-21,Guadalajara de Buga,M,46-60,Ecommerce,True,2026-01-10
11215,2024-01-16,Mirití - Paraná,F,26-35,Ecommerce,True,2026-07-29
11216,2022-10-10,Caucasia,M,18-25,Tienda fisica,True,2026-05-30
11217,2021-09-07,El Charco,F,26-35,Tienda fisica,True,2025-11-06
11218,2022-12-16,Togüí,F,36-45,Ecommerce,True,2026-04-14
11219,2023-02-21,Busbanzá,F,18-25,Ecommerce,True,2026-03-15
11220,2023-09-25,Mitú,M,36-45,Tienda fisica,True,2025-10-22
11221,2024-01-09,Bojayá,M,36-45,Tienda fisica,True,2026-02-27
11222,2023-08-01,Medio Baudó,M,26-35,Tienda fisica,False,2026-01-15
11223,2024-08-02,Santo Domingo,M,36-45,Ecommerce,True,2026-03-05
11224,2023-07-03,Envigado,M,46-60,Ecommerce,True,2025-10-11
11225,2024-02-15,Barranquilla,M,36-45,Ecommerce,True,2026-05-23
11226,2024-02-21,Villamaría,M,36-45,Ecommerce,True,2025-08-09
11227,2022-02-10,Mesetas,F,,Tienda fisica,True,2026-07-09
11228,2025-05-03,Aracataca,M,26-35,Marketplace,False,2026-07-25
11229,2022-04-27,Chámeza,M,46-60,Marketplace,True,2026-05-21
11230,2025-01-11,Colosó,F,46-60,Tienda fisica,True,2026-07-01
11231,2024-02-14,Yumbo,F,26-35,Tienda fisica,True,2026-07-15
11232,2022-09-14,Tuta,F,46-60,Tienda fisica,True,2026-01-14
11233,2021-12-05,Concordia,M,26-35,Tienda fisica,True,2026-04-29
11234,2022-05-08,San Benito Abad,F,46-60,Ecommerce,False,2026-01-17
11235,2022-09-11,Becerril,F,26-35,Tienda fisica,True,2025-10-01
11236,2024-01-20,Chíquiza,M,36-45,Tienda fisica,True,2025-10-25
11237,2024-03-11,Chimá,F,26-35,Tienda fisica,False,2025-12-20
11238,2024-04-29,Entrerríos,M,36-45,Tienda fisica,True,2026-05-08
11239,2022-04-03,Cajibío,M,60+,Ecommerce,True,2025-10-17
11240,2023-03-08,Anserma,M,36-45,Tienda fisica,True,2026-06-12
11241,2025-05-31,La Estrella,F,36-45,Ecommerce,True,2026-04-19
11242,2025-08-03,Chipaque,M,36-45,Marketplace,False,2025-09-07
11243,2025-03-06,Valle de San José,,,Ecommerce,False,2026-08-06
11244,2023-05-04,Jerusalén,M,36-45,Tienda fisica,True,2025-09-27
11245,2021-08-25,Puerto Rico,M,,Ecommerce,True,2025-12-30
11246,2023-10-02,Hobo,M,,Tienda fisica,True,2025-09-03
