art_id,cod_barra,desc_art,id_categ_n1,id_categ_n2,id_categ_n3,id_proveedor,precio_lista,peso_kg,unid_medida,activo,fec_alta
1469,2548242183856,Excepturi eos,Cuidado personal e higiene,Cuid-2,Cuid-1-1,147,110200.0,8.16,KG,True,2025-10-22
1470,4540064454754,Incidunt harum,Alimentos y bebidas,Alim-3,Alim-3-2,87,36200.0,19.07,UN,True,2025-11-27
1471,2311232748973,Laudantium eveniet,Alimentos y bebidas,Alim-2,Alim-3-1,477,246700.0,19.76,UN,True,2026-01-02
1472,9177633427205,Reprehenderit nulla,Bebes y maternidad,Bebe-3,Bebe-2-2,21,180700.0,11.76,LT,True,2025-11-27
1473,3886217508013,Magni aperiam,Alimentos y bebidas,Alim-1,Alim-3-1,216,152900.0,,UN,True,2025-12-20
1474,9630453069357,Quo doloribus,Bebes y maternidad,Bebe-3,Bebe-1-1,515,121400.0,15.51,UN,True,2025-12-16
1475,8824935340015,Reiciendis ullam,Ropa y calzado basico,Ropa-1,Ropa-2-2,148,178400.0,6.48,UN,True,2025-10-07
1476,8167784816523,Adipisci voluptas,Alimentos y bebidas,Alim-2,Alim-2-2,608,33400.0,11.56,UN,True,2025-09-05
1477,4445446083853,Eligendi quam,Bebes y maternidad,Bebe-1,Bebe-2-1,76,82900.0,1.78,UN,False,2026-01-18
1478,1799378105392,Iste molestias,Alimentos y bebidas,Alim-3,Alim-3-2,491,32900.0,16.16,UN,True,2026-03-11
1479,1287884869995,Voluptates saepe,Alimentos y bebidas,Alim-3,Alim-3-2,62,33300.0,19.18,UN,True,2025-09-16
1480,6988290457923,Provident aperiam,Electronica y tecnologia,Elec-1,Elec-2-2,586,7300.0,1.93,UN,True,2026-03-06
1481,7147246301980,Deserunt quos,Cuidado personal e higiene,Cuid-3,Cuid-2-2,603,189500.0,14.65,UN,True,2026-03-04
1482,6424238397284,Incidunt hic,Cuidado personal e higiene,Cuid-1,Cuid-2-2,636,58400.0,17.22,LT,True,2026-02-08
1483,3391218706295,A dolor,Cuidado personal e higiene,Cuid-2,Cuid-1-1,226,208300.0,2.23,UN,False,2025-12-26
1484,3288098322106,Odio quas,Electronica y tecnologia,Elec-1,Elec-1-2,190,226300.0,4.97,KG,True,2025-11-10
1485,1023200186762,Eligendi nihil,Alimentos y bebidas,Alim-1,Alim-3-2,783,43800.0,7.87,LT,True,2025-12-31
1486,6100898761084,Voluptate delectus,Cuidado personal e higiene,Cuid-1,Cuid-3-1,584,177800.0,16.74,UN,True,2025-09-06
1487,1435614038450,Unde minus,Electronica y tecnologia,Elec-2,Elec-3-2,147,116200.0,9.89,UN,True,2025-10-31
1488,3198074682356,Quod harum,Hogar y limpieza,Hoga-2,Hoga-1-2,24,229900.0,2.78,UN,True,2025-11-21
1489,4695100307621,Sit impedit,Ropa y calzado basico,Ropa-3,Ropa-1-2,284,122100.0,5.16,LT,True,2025-12-15
1490,0545967150066,Corrupti vitae,Cuidado personal e higiene,Cuid-1,Cuid-2-1,533,96000.0,9.37,UN,True,2025-10-28
1491,6664110654115,Veritatis impedit,Electronica y tecnologia,Elec-3,Elec-3-2,300,75100.0,0.83,UN,True,2025-11-28
1492,3407851699495,Officia sapiente,Ropa y calzado basico,Ropa-1,Ropa-1-1,647,226100.0,12.64,UN,False,2026-01-27
1493,7089058366835,Aspernatur fuga,Hogar y limpieza,Hoga-1,Hoga-1-1,401,58100.0,0.56,KG,True,2026-03-13
1494,4826899962696,Illo odit,Cuidado personal e higiene,Cuid-1,Cuid-1-1,794,207300.0,15.63,UN,True,2026-02-15
1495,7083868889171,Itaque beatae,Electronica y tecnologia,Elec-1,Elec-3-2,697,50200.0,14.69,UN,True,2025-09-19
1496,8791505962574,Laborum ex,Electronica y tecnologia,Elec-2,Elec-3-1,377,161600.0,17.32,UN,True,2025-12-30
1497,1976093201268,Porro tempora,Alimentos y bebidas,Alim-3,Alim-3-2,668,113900.0,3.2,LT,True,2025-12-04
1498,5789826041804,Sequi doloremque,Electronica y tecnologia,Elec-3,Elec-1-2,359,27900.0,12.07,UN,True,2025-12-17
1499,9521755851774,Natus tempore,Alimentos y bebidas,Alim-3,Alim-3-1,8,33200.0,,UN,True,2026-02-09
1500,7412746921182,Ad non,Electronica y tecnologia,Elec-2,Elec-2-1,247,71800.0,10.34,KG,True,2025-11-08
1501,8241996264225,Adipisci quis,Bebes y maternidad,Bebe-1,Bebe-1-1,328,192100.0,2.66,UN,True,2025-12-21
1502,2975891704543,Delectus expedita,Electronica y tecnologia,Elec-2,Elec-1-1,782,182800.0,2.02,LT,True,2026-02-28
1503,2185457056829,Vero quas,Ropa y calzado basico,Ropa-3,Ropa-2-1,663,52900.0,12.14,UN,True,2025-12-26
1504,0922570900163,Dignissimos accusamus,Cuidado personal e higiene,Cuid-1,Cuid-1-1,118,120100.0,9.98,UN,False,2025-12-24
1505,3564072324725,Vero ad,Bebes y maternidad,Bebe-1,Bebe-3-2,1,26100.0,18.59,UN,True,2026-03-05
1506,8289540017880,Accusantium vero,Ropa y calzado basico,Ropa-3,Ropa-2-2,424,179600.0,16.69,UN,True,2025-09-09
1507,2247312616859,Tempora doloribus,Bebes y maternidad,Bebe-1,Bebe-2-1,427,198700.0,14.49,KG,False,2025-11-18
1508,0710580119503,Saepe optio,Ropa y calzado basico,Ropa-3,Ropa-3-2,589,223600.0,19.65,UN,True,2025-12-11
1509,9271152610534,Quidem accusamus,Electronica y tecnologia,Elec-3,Elec-2-2,208,221700.0,13.91,UN,True,2025-09-04
1510,7092300716951,Nihil tempore,Electronica y tecnologia,Elec-2,Elec-1-2,650,85800.0,1.89,KG,True,2025-12-07
1511,0074189485439,Perspiciatis quod,Bebes y maternidad,Bebe-2,Bebe-2-1,331,65100.0,,UN,True,2026-03-08
1512,2987698936522,Deserunt sunt,Bebes y maternidad,Bebe-1,Bebe-1-2,268,224400.0,16.33,UN,True,2026-02-08
1513,9447161982737,Fugiat nisi,Hogar y limpieza,Hoga-2,Hoga-2-1,337,38200.0,,UN,True,2025-09-10
1514,4813104502587,Ipsam suscipit,Alimentos y bebidas,Alim-3,Alim-3-1,756,16700.0,18.49,LT,True,2026-02-26
1515,9632174357485,Ipsam eligendi,Alimentos y bebidas,Alim-3,Alim-2-2,314,79900.0,,UN,True,2026-02-10
1516,3526806486062,Ab similique,Cuidado personal e higiene,Cuid-2,Cuid-2-1,449,190600.0,,KG,True,2026-02-26
1517,7398344883841,Dignissimos distinctio,Alimentos y bebidas,Alim-3,Alim-1-2,714,174200.0,15.47,KG,True,2025-10-01
1518,2536462805504,Ducimus dolores,Cuidado personal e higiene,Cuid-3,Cuid-2-1,15,246800.0,16.96,UN,False,2026-03-02
1519,7740657955157,Cumque debitis,Alimentos y bebidas,Alim-1,Alim-1-2,430,91200.0,17.35,UN,True,2025-09-08
1520,6239209085516,Quam quo,Bebes y maternidad,Bebe-2,Bebe-3-2,567,70400.0,2.03,UN,True,2025-09-10
1521,0740913111782,Corporis natus,Alimentos y bebidas,Alim-2,Alim-2-1,723,95800.0,7.67,UN,True,2025-11-13
1522,6190254760226,Soluta adipisci,Electronica y tecnologia,Elec-2,Elec-3-2,50,196000.0,12.95,LT,False,2026-02-14
1523,0695354120124,Enim ipsum,Hogar y limpieza,Hoga-3,Hoga-2-2,582,55100.0,18.38,UN,True,2026-02-23
1524,2759500260152,Quidem esse,Cuidado personal e higiene,Cuid-3,Cuid-3-2,643,237000.0,4.82,UN,True,2026-01-08
1525,1532594795073,Doloribus distinctio,Ropa y calzado basico,Ropa-2,Ropa-1-1,281,129100.0,12.03,UN,True,2025-09-11
1526,4071732798059,Eum doloremque,Bebes y maternidad,Bebe-1,Bebe-1-2,597,196200.0,2.91,UN,True,2026-02-25
1527,9503100649342,Possimus dicta,Ropa y calzado basico,Ropa-3,Ropa-1-1,395,207200.0,14.96,UN,True,2025-10-26
1528,0391045203601,Et inventore,Bebes y maternidad,Bebe-3,Bebe-1-1,527,120700.0,2.59,KG,True,2026-01-30
1529,8941184913590,Facilis deserunt,Electronica y tecnologia,Elec-3,Elec-3-2,312,185900.0,20.0,KG,True,2025-10-29
1530,9285535952050,Fugiat aut,Ropa y calzado basico,Ropa-2,Ropa-3-1,142,92400.0,1.89,LT,True,2025-12-26
1531,6100679900695,Mollitia aspernatur,Alimentos y bebidas,Alim-1,Alim-2-2,663,203100.0,13.72,UN,True,2025-09-22
1532,6801867740375,Quas error,Bebes y maternidad,Bebe-2,Bebe-2-2,174,206300.0,15.55,UN,True,2026-03-22
1533,8423394495306,Quos qui,Ropa y calzado basico,Ropa-1,Ropa-2-1,151,142400.0,5.2,KG,False,2025-09-22
1534,0677625503256,Temporibus vel,Cuidado personal e higiene,Cuid-2,Cuid-2-2,709,56100.0,5.13,UN,True,2026-03-14
1535,0173654262411,Beatae facere,Hogar y limpieza,Hoga-3,Hoga-3-1,750,242600.0,11.94,UN,True,2026-03-04
1536,7842902923345,Quisquam reprehenderit,Electronica y tecnologia,Elec-1,Elec-2-2,488,236900.0,12.63,UN,True,2025-10-04
1537,5110090605308,Tenetur saepe,Alimentos y bebidas,Alim-3,Alim-3-2,465,155700.0,14.42,KG,True,2026-01-21
1538,8868430211661,Fugit quis,Ropa y calzado basico,Ropa-1,Ropa-1-2,289,246000.0,11.63,UN,True,2025-11-11
1539,7329045759883,Velit doloremque,Cuidado personal e higiene,Cuid-1,Cuid-3-1,490,126700.0,3.53,UN,True,2025-11-05
1540,7592129964262,Velit doloremque,Alimentos y bebidas,Alim-3,Alim-1-1,488,95100.0,18.49,UN,False,2025-11-08
1541,0336202755821,Error vitae,Cuidado personal e higiene,Cuid-1,Cuid-2-1,414,116200.0,3.37,UN,True,2025-10-21
1542,1477092071154,Earum debitis,Bebes y maternidad,Bebe-3,Bebe-3-2,525,13400.0,11.33,UN,True,2026-03-15
1543,2380236219215,Dolorum provident,Cuidado personal e higiene,Cuid-3,Cuid-1-2,444,138200.0,18.4,UN,False,2025-09-12
1544,5818970591610,Incidunt nisi,Electronica y tecnologia,Elec-1,Elec-1-2,704,167200.0,18.26,KG,True,2025-11-13
1545,1863855881953,Nam cumque,Ropa y calzado basico,Ropa-1,Ropa-2-1,535,29200.0,3.4,LT,True,2025-11-14
1546,9772168800532,Sed reprehenderit,Alimentos y bebidas,Alim-1,Alim-2-2,309,65400.0,4.81,KG,True,2025-11-26
1547,7893186928977,Reiciendis numquam,Ropa y calzado basico,Ropa-1,Ropa-3-1,525,180900.0,12.06,KG,True,2025-11-03
1548,2845401822725,Beatae aperiam,Cuidado personal e higiene,Cuid-3,Cuid-3-1,185,198800.0,6.78,LT,True,2026-01-14
1549,0028394823227,Quaerat voluptatum,Ropa y calzado basico,Ropa-3,Ropa-2-1,172,246500.0,14.63,KG,True,2026-03-06
1550,0414474328117,Consequatur quaerat,Cuidado personal e higiene,Cuid-3,Cuid-3-2,662,64800.0,10.47,UN,True,2026-01-15
1551,6599302020303,Natus eius,Alimentos y bebidas,Alim-3,Alim-2-2,466,210700.0,5.36,KG,True,2025-10-18
1552,4232277521353,Dignissimos culpa,Ropa y calzado basico,Ropa-3,Ropa-3-1,43,44700.0,8.25,UN,True,2026-03-22
1553,3028165064634,Excepturi temporibus,Ropa y calzado basico,Ropa-3,Ropa-1-1,284,34500.0,13.84,UN,True,2025-11-24
1554,0059377756911,Eum occaecati,Bebes y maternidad,Bebe-3,Bebe-2-1,788,182800.0,15.71,UN,True,2025-11-05
1555,9832102916177,Voluptate ipsum,Ropa y calzado basico,Ropa-2,Ropa-1-2,510,112600.0,7.42,UN,True,2026-01-18
1556,4690298310439,Vero dolorum,Hogar y limpieza,Hoga-3,Hoga-1-2,695,198900.0,2.14,KG,True,2026-03-17
1557,8419662291312,Beatae facilis,Cuidado personal e higiene,Cuid-1,Cuid-3-2,439,72100.0,7.1,UN,True,2025-11-07
1558,6708056856674,Laborum ut,Cuidado personal e higiene,Cuid-2,Cuid-1-2,35,54900.0,12.63,UN,True,2025-10-14
1559,0636219865507,Magnam incidunt,Electronica y tecnologia,Elec-3,Elec-2-2,144,138100.0,15.21,UN,True,2026-02-07
1560,4944407663498,Facere occaecati,Hogar y limpieza,Hoga-1,Hoga-3-2,74,30600.0,17.6,KG,True,2025-12-08
1561,3396504962737,Delectus dolor,Hogar y limpieza,Hoga-1,Hoga-1-2,588,71100.0,19.24,KG,True,2026-01-27
1562,2262611424363,Perferendis aliquam,Cuidado personal e higiene,Cuid-1,Cuid-2-2,606,43200.0,10.61,UN,True,2025-12-03
1563,2585421880878,Asperiores fuga,Hogar y limpieza,Hoga-1,Hoga-3-1,366,81400.0,17.61,UN,True,2025-09-11
1564,9919623419964,Quas similique,Cuidado personal e higiene,Cuid-2,Cuid-3-1,580,191800.0,5.28,UN,True,2025-11-15
1565,4338532472504,Vero tempore,Alimentos y bebidas,Alim-3,Alim-1-1,442,31900.0,11.22,LT,True,2026-02-22
1566,5833343031159,Sit possimus,Alimentos y bebidas,Alim-1,Alim-3-1,592,153700.0,10.81,UN,True,2026-03-10
1567,8760545769474,Fuga facere,Electronica y tecnologia,Elec-3,Elec-3-1,539,147000.0,15.39,KG,True,2025-11-15
1568,5769453536591,Doloremque doloribus,Hogar y limpieza,Hoga-3,Hoga-2-1,365,135500.0,15.47,UN,True,2026-01-20
1569,7466986163420,Unde laboriosam,Alimentos y bebidas,Alim-3,Alim-2-2,523,122100.0,5.74,LT,True,2025-09-23
1570,1254508095948,Sint vero,Electronica y tecnologia,Elec-3,Elec-3-2,255,166600.0,17.72,UN,True,2025-10-17
1571,8152692559662,Odio eligendi,Alimentos y bebidas,Alim-1,Alim-3-2,600,213200.0,17.84,KG,True,2026-01-21
1572,4721307423595,Aliquid esse,Alimentos y bebidas,Alim-2,Alim-1-1,731,42200.0,18.97,KG,True,2025-09-12
1573,1426140489335,Porro explicabo,Alimentos y bebidas,Alim-3,Alim-3-2,166,203900.0,9.18,KG,True,2026-01-31
1574,2614543079638,Quam maiores,Hogar y limpieza,Hoga-3,Hoga-3-1,534,17200.0,19.75,KG,True,2026-03-15
1575,7310081785226,Tenetur asperiores,Bebes y maternidad,Bebe-2,Bebe-2-2,89,121600.0,15.71,UN,True,2025-09-18
1576,1158718452358,Qui error,Cuidado personal e higiene,Cuid-3,Cuid-3-1,302,128800.0,13.08,UN,True,2025-12-29
1577,4268744701737,Nulla fugiat,Cuidado personal e higiene,Cuid-3,Cuid-2-1,536,51000.0,8.67,UN,True,2025-11-13
1578,2086523777290,Est dignissimos,Cuidado personal e higiene,Cuid-1,Cuid-3-1,222,24200.0,16.86,UN,True,2026-01-10
1579,6656337014001,Architecto asperiores,Hogar y limpieza,Hoga-3,Hoga-3-2,189,20600.0,15.29,UN,True,2026-03-02
1580,5278105580009,Natus unde,Ropa y calzado basico,Ropa-1,Ropa-1-2,308,11200.0,11.73,UN,False,2025-09-20
1581,2722142573164,Ab tenetur,Cuidado personal e higiene,Cuid-2,Cuid-1-1,92,144300.0,19.94,KG,True,2026-01-15
1582,0943913681723,Quo expedita,Electronica y tecnologia,Elec-1,Elec-2-2,501,40600.0,5.03,UN,True,2025-10-10
1583,0313695528620,A tempore,Bebes y maternidad,Bebe-3,Bebe-3-1,105,202600.0,12.85,UN,True,2025-12-19
1584,0929735259531,Odit placeat,Bebes y maternidad,Bebe-1,Bebe-2-1,267,224900.0,6.46,UN,True,2025-12-01
1585,3222739389929,Exercitationem nostrum,Electronica y tecnologia,Elec-2,Elec-3-1,251,74500.0,9.18,KG,True,2025-12-13
1586,0457353236615,Vel modi,Ropa y calzado basico,Ropa-3,Ropa-2-1,775,42800.0,6.81,UN,True,2026-02-04
1587,8507610870822,Perspiciatis maiores,Bebes y maternidad,Bebe-3,Bebe-1-2,794,103600.0,,LT,False,2026-01-03
1588,6971823601078,Quae magnam,Ropa y calzado basico,Ropa-1,Ropa-3-1,64,220600.0,7.57,UN,True,2025-11-12
1589,1261583882172,Repellendus quas,Cuidado personal e higiene,Cuid-3,Cuid-2-2,126,101200.0,1.18,UN,True,2026-01-12
1590,6484673574220,Numquam placeat,Alimentos y bebidas,Alim-2,Alim-2-1,586,28900.0,0.85,UN,True,2026-01-01
1591,3322280194420,Consectetur ipsum,Alimentos y bebidas,Alim-3,Alim-1-2,239,246200.0,14.51,KG,True,2025-09-17
1592,5892225606298,Omnis eveniet,Bebes y maternidad,Bebe-2,Bebe-1-1,516,125900.0,6.25,KG,True,2026-01-04
1593,5350637311808,Et eveniet,Electronica y tecnologia,Elec-1,Elec-1-2,737,86900.0,0.47,UN,True,2025-11-09
1594,4674130753844,Iusto est,Cuidado personal e higiene,Cuid-1,Cuid-2-2,131,223600.0,1.68,UN,False,2025-10-03
1595,1852013626086,Provident error,Hogar y limpieza,Hoga-1,Hoga-2-1,771,232000.0,,UN,True,2025-12-18
1596,4639756154703,Praesentium repudiandae,Cuidado personal e higiene,Cuid-3,Cuid-1-1,42,125200.0,1.01,UN,True,2025-12-16
1597,5549121516410,Amet ea,Ropa y calzado basico,Ropa-3,Ropa-1-1,184,78100.0,18.93,UN,True,2026-01-28
1598,1955640919696,Expedita quibusdam,Electronica y tecnologia,Elec-2,Elec-1-1,407,121700.0,11.39,KG,True,2025-11-29
1599,3957875207027,Rerum illum,Bebes y maternidad,Bebe-3,Bebe-2-1,705,56400.0,7.91,UN,True,2026-01-30
1600,0426201971213,Veniam aspernatur,Cuidado personal e higiene,Cuid-1,Cuid-3-2,444,120600.0,10.68,KG,True,2025-10-30
1601,2413936967893,Itaque nostrum,Hogar y limpieza,Hoga-3,Hoga-2-1,112,58900.0,2.3,UN,True,2026-01-03
1602,7609873126775,Saepe illum,Alimentos y bebidas,Alim-1,Alim-1-1,200,156300.0,14.05,UN,True,2026-03-15
1603,3192276075985,Veritatis officia,Bebes y maternidad,Bebe-1,Bebe-2-1,610,190500.0,,LT,True,2025-12-30
1604,8978653394314,Modi corporis,Electronica y tecnologia,Elec-3,Elec-3-2,450,242400.0,2.66,UN,True,2026-01-18
1605,9165430895235,Similique dolores,Electronica y tecnologia,Elec-2,Elec-3-1,11,211000.0,3.09,UN,True,2025-11-16
1606,1202191505763,Officiis qui,Hogar y limpieza,Hoga-1,Hoga-3-1,402,23400.0,12.59,UN,True,2026-01-17
1607,4497470002683,Cumque dolor,Cuidado personal e higiene,Cuid-3,Cuid-3-2,326,54500.0,3.08,UN,True,2026-02-17
1608,7644867649793,Veritatis aperiam,Bebes y maternidad,Bebe-1,Bebe-2-1,1,133900.0,2.56,KG,True,2026-02-25
1609,7416365604501,Officiis sequi,Hogar y limpieza,Hoga-3,Hoga-3-1,198,65900.0,13.43,KG,True,2026-03-06
1610,0635537309649,Suscipit natus,Ropa y calzado basico,Ropa-1,Ropa-1-1,749,5600.0,12.39,KG,True,2025-11-04
1611,9692771195293,Dolor hic,Alimentos y bebidas,Alim-1,Alim-3-2,564,189200.0,4.39,LT,True,2026-02-20
1612,6353059702550,Quis amet,Cuidado personal e higiene,Cuid-1,Cuid-3-2,57,90700.0,16.47,UN,True,2025-11-12
1613,1282763643154,Repellat sint,Ropa y calzado basico,Ropa-2,Ropa-3-1,13,18400.0,2.15,UN,True,2026-02-25
1614,9489895965464,Libero dolore,Alimentos y bebidas,Alim-1,Alim-2-1,277,128200.0,6.68,UN,True,2025-09-05
1615,6345443441497,Dolore fuga,Alimentos y bebidas,Alim-1,Alim-3-1,372,244300.0,14.79,UN,True,2026-03-04
1616,1699939344973,Unde deleniti,Ropa y calzado basico,Ropa-3,Ropa-1-1,363,170300.0,12.3,UN,False,2025-10-17
1617,4394640882239,Odit itaque,Cuidado personal e higiene,Cuid-2,Cuid-2-1,558,41400.0,12.02,UN,True,2025-10-14
1618,0958629739880,Nobis cum,Cuidado personal e higiene,Cuid-2,Cuid-2-1,139,129500.0,13.74,LT,True,2025-12-24
1619,9413210972028,Odio exercitationem,Electronica y tecnologia,Elec-1,Elec-2-2,38,225600.0,12.95,UN,True,2025-12-15
1620,1707548534651,Occaecati distinctio,Cuidado personal e higiene,Cuid-1,Cuid-3-1,539,15500.0,17.49,UN,False,2025-10-05
1621,5792203004491,Asperiores beatae,Alimentos y bebidas,Alim-1,Alim-2-2,718,160200.0,11.4,UN,True,2025-12-19
1622,6461293900257,Pariatur voluptate,Alimentos y bebidas,Alim-3,Alim-1-1,135,180900.0,8.06,UN,True,2026-02-11
1623,1213756589630,Adipisci at,Alimentos y bebidas,Alim-1,Alim-1-2,289,176600.0,15.33,UN,True,2025-12-10
1624,5957086199317,Culpa occaecati,Alimentos y bebidas,Alim-1,Alim-2-1,502,39200.0,5.22,UN,True,2025-12-29
1625,4584345663114,Iste tempore,Ropa y calzado basico,Ropa-3,Ropa-3-1,133,227000.0,15.2,UN,True,2026-02-20
1626,3885034236222,Iure iusto,Cuidado personal e higiene,Cuid-2,Cuid-3-2,688,81900.0,5.64,KG,True,2025-10-09
1627,0334742463107,Voluptate mollitia,Alimentos y bebidas,Alim-3,Alim-1-1,181,14800.0,9.63,UN,True,2025-11-08
1628,4379686800850,Odit officia,Alimentos y bebidas,Alim-2,Alim-3-1,427,22600.0,14.8,KG,True,2026-03-01
1629,2946902177410,Impedit perferendis,Hogar y limpieza,Hoga-3,Hoga-3-2,272,115500.0,12.57,KG,False,2025-10-06
1630,7430435023856,Expedita maxime,Bebes y maternidad,Bebe-3,Bebe-1-2,534,11900.0,1.76,KG,True,2025-10-24
1631,0228946652750,Culpa aperiam,Hogar y limpieza,Hoga-2,Hoga-2-2,159,195300.0,8.96,LT,True,2025-10-28
1632,2332829302026,Nihil odit,Alimentos y bebidas,Alim-3,Alim-2-2,79,216700.0,16.25,UN,True,2026-02-15
1633,5691330303340,Incidunt in,Cuidado personal e higiene,Cuid-2,Cuid-2-2,409,5300.0,19.94,UN,True,2025-10-02
1634,6771167507629,Facilis voluptate,Hogar y limpieza,Hoga-3,Hoga-1-2,693,202900.0,9.36,UN,True,2025-11-17
1635,7995530245300,Sed sequi,Cuidado personal e higiene,Cuid-2,Cuid-1-2,507,245300.0,1.76,UN,True,2025-11-23
1636,1239847230342,Quaerat recusandae,Bebes y maternidad,Bebe-3,Bebe-1-1,605,9500.0,7.36,KG,True,2025-09-20
1637,2028471901723,Animi voluptatum,Ropa y calzado basico,Ropa-2,Ropa-1-2,347,181800.0,9.82,UN,False,2025-09-27
1638,2240507648710,Porro cupiditate,Hogar y limpieza,Hoga-2,Hoga-1-2,113,249800.0,1.51,UN,True,2025-11-18
1639,7754619924068,Voluptates natus,Bebes y maternidad,Bebe-2,Bebe-3-1,342,199700.0,17.29,UN,True,2025-09-21
1640,5838727258122,Placeat sunt,Cuidado personal e higiene,Cuid-3,Cuid-2-2,790,127300.0,10.8,KG,True,2026-03-18
1641,2590956684488,Porro quas,Alimentos y bebidas,Alim-3,Alim-2-2,626,221400.0,8.35,UN,True,2025-12-03
1642,2373379121217,Quam asperiores,Bebes y maternidad,Bebe-3,Bebe-2-1,563,177600.0,7.97,UN,True,2025-09-05
1643,1018780358692,Ex ad,Bebes y maternidad,Bebe-3,Bebe-2-1,241,74500.0,0.61,KG,True,2026-01-02
1644,0170740392519,Doloremque illo,Cuidado personal e higiene,Cuid-1,Cuid-1-2,480,57600.0,10.4,KG,True,2026-02-02
1645,9994529517129,Repellat deleniti,Electronica y tecnologia,Elec-3,Elec-1-1,499,129100.0,9.54,UN,True,2026-01-03
1646,2276433872202,Est veniam,Cuidado personal e higiene,Cuid-3,Cuid-1-2,524,94500.0,6.95,UN,True,2025-12-27
1647,5422162654962,Veritatis a,Electronica y tecnologia,Elec-1,Elec-2-2,715,83700.0,13.19,UN,True,2025-09-22
1648,3308334447049,Accusamus ratione,Ropa y calzado basico,Ropa-3,Ropa-2-1,546,46100.0,8.25,UN,True,2026-01-27
1649,8878995047025,Error et,Ropa y calzado basico,Ropa-2,Ropa-2-1,178,211600.0,11.46,LT,True,2026-03-17
1650,0596851953775,Incidunt cumque,Electronica y tecnologia,Elec-1,Elec-2-1,178,176800.0,17.71,KG,False,2025-11-15
1651,4926632956347,Quibusdam perferendis,Ropa y calzado basico,Ropa-1,Ropa-3-1,496,84200.0,7.31,UN,True,2025-09-28
1652,2777522592068,Cumque ipsum,Electronica y tecnologia,Elec-2,Elec-1-2,693,60900.0,7.99,UN,True,2025-10-16
1653,1658129205920,Voluptatibus ipsam,Ropa y calzado basico,Ropa-1,Ropa-2-1,759,33800.0,17.32,LT,True,2026-01-14
1654,2941156302953,Vitae ad,Cuidado personal e higiene,Cuid-3,Cuid-2-1,488,29900.0,7.19,UN,True,2026-01-10
1655,5963637262942,Eius sint,Hogar y limpieza,Hoga-3,Hoga-3-2,424,157100.0,8.82,UN,True,2026-02-28
1656,2066154980856,Sunt earum,Hogar y limpieza,Hoga-3,Hoga-3-2,653,29000.0,16.03,KG,True,2025-11-24
1657,1331380049839,Aspernatur eum,Electronica y tecnologia,Elec-2,Elec-3-1,782,240100.0,11.86,UN,True,2026-02-27
1658,2112212154810,Quaerat accusamus,Alimentos y bebidas,Alim-2,Alim-1-2,23,71200.0,18.68,UN,True,2025-10-29
1659,5826868764015,Eaque maxime,Cuidado personal e higiene,Cuid-3,Cuid-2-1,249,8400.0,9.44,UN,True,2025-12-15
1660,9185488064421,Fugiat enim,Bebes y maternidad,Bebe-3,Bebe-3-2,268,214100.0,9.61,UN,True,2026-01-13
1661,0062987787350,Corporis expedita,Alimentos y bebidas,Alim-1,Alim-2-2,452,93200.0,0.91,UN,True,2025-10-29
1662,8566464196236,Nulla est,Electronica y tecnologia,Elec-2,Elec-3-1,236,87100.0,3.99,KG,True,2025-11-16
1663,4219262213202,Corrupti distinctio,Electronica y tecnologia,Elec-3,Elec-2-2,249,31400.0,10.82,UN,True,2026-02-16
1664,4104294831473,Rem maxime,Hogar y limpieza,Hoga-3,Hoga-2-2,20,165800.0,3.78,UN,True,2025-12-28
1665,8911797269995,Voluptate aliquam,Alimentos y bebidas,Alim-3,Alim-2-1,3,91000.0,9.1,UN,True,2026-01-04
1666,9498128318007,Fugit quod,Alimentos y bebidas,Alim-1,Alim-2-1,360,206100.0,5.7,UN,True,2026-01-06
1667,3666020005325,Quam sunt,Cuidado personal e higiene,Cuid-2,Cuid-3-1,798,158400.0,,UN,True,2026-02-09
1668,8538631050528,Quisquam corrupti,Alimentos y bebidas,Alim-1,Alim-1-1,237,220200.0,9.53,LT,True,2026-03-17
1669,4383805826928,Sint quis,Alimentos y bebidas,Alim-3,Alim-2-2,193,156400.0,12.94,KG,True,2025-11-22
1670,9900768627635,Praesentium voluptates,Alimentos y bebidas,Alim-2,Alim-2-2,212,195300.0,6.8,UN,True,2025-11-13
1671,3283896337611,Maiores recusandae,Cuidado personal e higiene,Cuid-1,Cuid-3-2,779,174700.0,15.54,UN,True,2026-03-05
1672,8518626713683,Recusandae officiis,Bebes y maternidad,Bebe-1,Bebe-2-1,532,116700.0,2.96,LT,True,2025-12-08
1673,4101328233920,Eum deserunt,Electronica y tecnologia,Elec-3,Elec-3-2,523,172800.0,1.87,KG,True,2026-03-08
1674,1883527918756,Voluptate dolorum,Alimentos y bebidas,Alim-3,Alim-3-2,152,166600.0,18.7,KG,True,2026-02-27
1675,0677610659203,Temporibus reprehenderit,Electronica y tecnologia,Elec-3,Elec-2-1,724,3700.0,18.44,UN,True,2026-01-29
1676,8814319279765,Deleniti perspiciatis,Alimentos y bebidas,Alim-3,Alim-3-1,158,175300.0,8.16,UN,True,2026-01-26
1677,1781596983845,Qui amet,Hogar y limpieza,Hoga-3,Hoga-3-2,774,67000.0,8.43,UN,False,2026-03-11
1678,5720266568629,Soluta rerum,Alimentos y bebidas,Alim-3,Alim-1-1,762,136400.0,17.03,UN,True,2025-10-28
