id_proveedor,razon_social,pais_origen,tiempo_repo_dias,calificacion_calidad,activo
530,"Blanco, Bermúdez and Pérez",Ecuador,5,3.4,True
531,Palacios-González,Chile,7,4.0,True
532,Mercado and Sons,Colombia,11,2.7,True
533,Rodríguez-Cortés,Colombia,6,4.4,True
534,Correa-Riascos,Mexico,12,4.5,True
535,Ávila Inc,Chile,8,3.8,True
536,Álvarez Ltd,Colombia,14,2.5,False
537,"Acosta, Peña and Peña",Chile,9,3.4,True
538,"García, Cardozo and Bedoya",Colombia,5,4.7,False
539,Restrepo-Delgado,Chile,11,2.3,True
540,Monsalve PLC,Colombia,6,3.8,True
541,"Fernández, Castañeda and Hernández",Peru,8,3.3,True
542,"Vallejo, Martínez and González",Colombia,2,4.5,True
543,Suárez and Sons,Colombia,2,3.6,True
544,Betancur-Torres,Colombia,9,4.2,True
545,"Lara, Sanabria and Vargas",Ecuador,3,4.3,True
546,"Arteaga, Castro and Pineda",Colombia,14,5.0,True
547,"Lozano, Sierra and Pérez",Chile,12,3.9,True
548,"Sánchez, Navarro and Camargo",Chile,10,4.2,True
549,"Quintero, Salgado and Gómez",Chile,11,3.1,True
550,García Ltd,Peru,9,4.7,True
551,"Ortiz, Rojas and Córdoba",Ecuador,1,,True
552,"Henao, Zapata and Pineda",Mexico,6,3.7,True
553,Bedoya-Suárez,Ecuador,7,4.0,True
554,Cifuentes Ltd,Mexico,13,3.1,True
555,Jiménez-García,Ecuador,4,4.1,True
556,Sánchez Group,Chile,7,4.6,True
557,Restrepo-Herrera,Peru,5,4.2,True
558,Álvarez Ltd,Ecuador,2,3.0,True
559,Ardila-Estrada,Peru,2,3.9,True
560,Hernández-Arias,Ecuador,6,4.4,True
561,"López, Vargas and González",Chile,2,2.9,True
562,Vargas-López,Colombia,1,3.4,True
563,Garcés-Alvarado,Chile,5,4.5,True
564,Vargas-Leal,Colombia,3,4.2,True
565,Guerra PLC,Ecuador,8,4.2,True
566,"Álvarez, Castellanos and Sierra",Mexico,1,5.0,True
567,"Correa, Cuéllar and Zapata",Mexico,5,4.3,True
568,Garcés PLC,Mexico,7,4.4,True
569,Parada-Rojas,Peru,14,5.0,True
570,Martínez-Castro,Chile,9,3.9,False
571,"Nieto, Hoyos and Correa",Ecuador,13,3.5,True
572,"Rodríguez, González and Hernández",Chile,5,4.3,False
573,Padilla-Cabrera,Mexico,7,4.3,True
574,Gómez-Martínez,Colombia,6,3.7,True
575,"Ramírez, Cortés and García",Colombia,13,,True
576,"Cardona, Caicedo and Luna",Mexico,14,5.0,True
577,"Duarte, González and Bastidas",Ecuador,14,4.2,True
578,Arias-Ospino,Chile,11,3.6,True
579,"Rico, Tovar and Ramírez",Ecuador,8,4.5,True
580,"Castillo, Gómez and Gómez",Colombia,8,3.9,False
581,"Quintero, Ortega and Cruz",Colombia,14,3.8,True
582,"Santos, Hernández and Montenegro",Ecuador,4,4.3,True
583,Pérez-Cerón,Colombia,5,3.2,True
584,"Benítez, Vega and Palacios",Colombia,13,4.2,True
585,"Lozano, Blanco and Suárez",Chile,6,5.0,True
586,Arias Ltd,Ecuador,4,4.3,True
587,Puentes PLC,Peru,8,3.8,True
588,Bautista-Bonilla,Colombia,5,3.7,True
589,"Méndez, Hurtado and Ortiz",Ecuador,13,3.8,True
590,"Páez, Guevara and Escobar",Ecuador,13,,True
591,"Martínez, Ramos and Silva",Ecuador,5,3.8,True
592,"Beltrán, Sepúlveda and Sánchez",Ecuador,8,4.5,False
593,"Vargas, Córdoba and Bermúdez",Mexico,14,3.0,True
594,Rodríguez LLC,Ecuador,11,4.5,True
595,Sánchez-Barrios,Mexico,4,3.8,True
596,Sierra-León,Ecuador,9,,True
597,Arboleda-Galvis,Chile,9,3.3,True
598,Rueda PLC,Peru,10,4.8,True
599,Londoño Ltd,Peru,1,4.7,True
600,Silva-Álvarez,Peru,5,4.6,True
601,Cruz PLC,Peru,12,3.1,False
602,Vásquez-Gil,Peru,4,,True
603,"Duarte, Arenas and Ortiz",Peru,5,4.2,True
604,Ramírez-Vargas,Colombia,5,3.0,True
605,"Jiménez, Ibarra and Riascos",Ecuador,3,4.0,False
606,Rueda-Barrios,Chile,3,,True
607,Ruiz-Romero,Mexico,5,4.3,True
608,"Castro, González and Buitrago",Chile,13,4.1,False
609,Triana-Medina,Ecuador,1,4.2,False
610,Pedraza-Cifuentes,Ecuador,4,4.9,True
611,Gómez-Pedraza,Ecuador,1,4.7,True
612,Herrera Group,Chile,8,2.3,True
613,"Muñoz, Acosta and Ramírez",Peru,4,3.8,True
614,"Ortiz, Londoño and Ortiz",Mexico,12,3.9,True
615,Garzón PLC,Peru,9,2.9,True
616,Vargas Ltd,Peru,11,4.1,True
617,"Torres, Moreno and López",Mexico,9,4.7,True
618,Becerra-López,Mexico,7,3.3,True
619,Rodríguez PLC,Colombia,13,4.2,True
620,Parra Group,Colombia,7,3.5,True
621,Bernal-Tovar,Chile,14,3.6,True
622,Ruiz-Jaimes,Chile,14,4.9,True
623,Arango and Sons,Colombia,9,3.7,True
624,"Daza, Gaitán and Gómez",Chile,10,4.3,False
625,Guerrero and Sons,Peru,4,2.9,True
626,Bolívar Group,Mexico,12,5.0,True
627,Díaz-Zambrano,Mexico,10,4.4,True
628,Pardo-Rodríguez,Mexico,13,3.9,True
629,"Agudelo, Chaparro and Quintero",Chile,4,4.3,True
630,Villamil-Ríos,Mexico,12,3.2,True
631,Campo-Hernández,Peru,7,4.7,True
632,"Correa, Ramírez and González",Mexico,3,3.8,True
633,Ariza Ltd,Chile,3,3.9,True
634,Pinzón-Rodríguez,Mexico,8,3.7,True
635,Mercado-Jaramillo,Colombia,5,3.7,True
636,Díaz Ltd,Peru,2,4.4,True
637,Niño-Molina,Mexico,6,4.2,True
638,Castillo Inc,Mexico,10,4.4,True
639,Bejarano Group,Peru,5,4.0,True
640,Rubio-Rodríguez,Ecuador,14,4.3,True
641,Moreno-Gallego,Peru,11,3.7,True
642,Suárez-Vanegas,Ecuador,8,5.0,True
643,Muñoz LLC,Ecuador,14,3.1,True
644,"Moreno, Soto and Restrepo",Chile,7,4.8,True
645,Parra PLC,Peru,2,4.8,False
646,"Solano, Barrios and Henao",Mexico,1,3.5,True
647,Morales-Torres,Chile,14,5.0,False
648,Acosta Group,Chile,14,4.6,True
649,"Villamil, Arias and Narváez",Ecuador,11,4.6,True
650,Uribe-Meneses,Ecuador,2,4.0,True
651,Castellanos Ltd,Chile,5,3.9,True
652,"Arboleda, García and Cardona",Peru,1,3.9,False
653,"Morales, Alarcón and González",Mexico,1,4.2,True
654,"Pabón, Ramírez and Montoya",Ecuador,4,4.8,True
655,Valencia PLC,Chile,9,4.1,True
656,González-Rojas,Chile,1,3.5,True
657,"Reyes, Maldonado and Marín",Peru,14,4.5,True
658,Cárdenas PLC,Peru,7,4.6,True
659,Cruz-Martínez,Colombia,4,4.4,True
660,Sandoval-Álvarez,Mexico,8,,True
661,Medina Inc,Colombia,12,3.8,True
662,"Torres, García and Salazar",Peru,5,3.4,True
663,"Martínez, Portilla and Betancur",Colombia,1,,True
664,Rengifo Group,Mexico,1,3.0,True
665,Gutiérrez and Sons,Chile,12,4.1,True
666,Castañeda Ltd,Peru,2,3.9,True
667,"Corredor, Rivera and Galindo",Chile,9,3.7,True
668,Polo-Fajardo,Ecuador,6,2.2,True
669,García-Alfonso,Ecuador,11,3.3,True
670,"Hernández, Estrada and González",Colombia,1,4.7,True
671,"Medina, Hernández and Gonzáles",Ecuador,13,3.6,True
672,Tovar LLC,Peru,10,4.2,True
673,Gil-Vásquez,Peru,7,3.2,True
674,"Rivera, Torres and Cruz",Colombia,3,4.9,True
675,Castro Ltd,Peru,14,,True
676,Gómez Ltd,Peru,5,4.2,True
677,Garzón-Rubio,Chile,7,5.0,True
678,Moreno Inc,Colombia,6,4.9,True
679,Hurtado Group,Chile,4,3.8,True
680,"Sandoval, Bohórquez and Vargas",Ecuador,6,3.6,True
681,Castillo and Sons,Peru,3,3.8,False
682,"Rojas, Alvarado and Martínez",Colombia,1,4.3,True
683,"Chacón, Moreno and Alarcón",Ecuador,5,3.9,True
684,"Ruiz, Carvajal and Sandoval",Ecuador,2,3.8,True
685,Moreno-Pardo,Colombia,6,4.9,True
686,"Guzmán, Peña and Castro",Ecuador,13,3.9,True
687,"Núñez, Cuéllar and Vallejo",Chile,3,5.0,True
688,"Duarte, Cortés and Gómez",Chile,1,4.1,True
689,Ibarra-Sandoval,Chile,2,5.0,True
690,"Ruiz, Guerrero and Sánchez",Peru,8,4.2,True
691,Díaz-Montoya,Ecuador,4,4.6,False
692,Gaitán LLC,Peru,7,3.6,True
693,"Sánchez, Restrepo and Martínez",Ecuador,1,3.5,True
694,Bolaños-Velásquez,Ecuador,5,,True
695,Giraldo LLC,Colombia,6,4.6,True
696,Valencia Inc,Mexico,7,4.0,True
697,Sanabria-López,Peru,8,3.2,True
698,"Salcedo, Martínez and Rivera",Chile,11,3.2,True
699,"Agudelo, Arboleda and Díaz",Colombia,7,3.1,True
700,"Vanegas, Velásquez and Acosta",Colombia,12,2.9,True
701,Suárez-Chávez,Chile,8,4.1,False
702,Cuesta Ltd,Peru,4,4.7,True
703,Cano Group,Colombia,4,4.0,True
704,Vélez Ltd,Colombia,5,2.6,True
705,Medina and Sons,Colombia,9,3.9,True
706,"Ruiz, Gutiérrez and Correa",Chile,4,3.9,True
707,"Mosquera, Muñoz and Molina",Colombia,13,,True
708,Correa-Arenas,Chile,7,3.1,True
709,"Correa, Villa and Caro",Chile,13,3.8,True
710,Álvarez-Gómez,Chile,10,5.0,False
711,Villamizar Inc,Peru,5,4.3,True
712,Cortés-Orozco,Chile,4,,True
713,"Guerrero, Sánchez and Valencia",Peru,11,4.1,True
714,Jaramillo-Vargas,Peru,5,4.2,True
715,"Hoyos, Duque and Muñoz",Ecuador,4,4.5,True
716,Parada-Bedoya,Peru,14,3.5,False
717,Cruz-Ardila,Chile,7,4.5,True
718,Pérez-Pinzón,Chile,1,3.2,True
719,Díaz-Campo,Mexico,7,4.2,True
720,"Yepes, Silva and Villa",Chile,7,4.1,True
721,Garcés Ltd,Colombia,13,3.6,True
722,Cabrera Group,Ecuador,10,4.0,True
723,Benítez and Sons,Ecuador,3,3.6,True
724,Toro Inc,Colombia,3,3.4,True
725,Mora LLC,Peru,9,3.8,True
726,Garzón Ltd,Colombia,1,3.3,True
727,"Barreto, Navarro and Rodríguez",Peru,5,,True
728,"Caicedo, Rodríguez and Contreras",Colombia,2,3.3,True
729,Lozano-Gutiérrez,Chile,1,4.4,True
730,"Guerra, Gil and Arévalo",Peru,13,3.3,True
731,González Inc,Peru,2,3.7,True
732,"Sánchez, Ramírez and Silva",Chile,1,3.6,True
733,Ortiz-Medina,Ecuador,14,4.8,True
734,Olaya-Cruz,Peru,3,4.2,True
735,Cerón and Sons,Mexico,12,,True
736,Duque-Miranda,Peru,1,4.3,True
737,"Arroyo, Bernal and Gómez",Peru,3,2.7,True
738,Rivera-Cortés,Mexico,2,4.0,True
739,Henao Ltd,Peru,10,5.0,True
740,García Group,Ecuador,9,4.1,True
741,"Páez, Ospina and Andrade",Ecuador,7,4.0,True
742,Lara Inc,Peru,4,4.3,True
743,Rojas Ltd,Peru,2,4.5,True
744,"Acosta, Gómez and García",Mexico,8,2.8,True
745,Maldonado-Londoño,Peru,4,,True
746,Díaz LLC,Mexico,9,4.1,True
747,Salamanca PLC,Chile,10,3.6,True
748,Espinosa Ltd,Mexico,12,4.8,True
749,Oviedo-Suárez,Mexico,7,3.8,False
750,"Moreno, Palacio and Giraldo",Colombia,1,2.8,True
751,"Quintero, Tovar and Hernández",Ecuador,4,3.2,True
752,"Vanegas, Sierra and Bastidas",Colombia,12,2.4,True
753,López and Sons,Colombia,8,3.9,True
754,Herrera PLC,Ecuador,9,3.9,True
755,"Medina, Perdomo and Gómez",Chile,7,3.7,True
756,Páez-Cardona,Chile,3,4.6,True
757,Mosquera Group,Peru,13,,True
758,Díaz-Orozco,Mexico,11,3.9,True
759,García-Beltrán,Colombia,14,2.7,True
760,Amaya Inc,Peru,12,4.4,True
761,Sánchez-Amaya,Colombia,5,4.3,True
762,"Sánchez, Giraldo and Mosquera",Chile,4,4.2,True
763,Rodríguez LLC,Ecuador,4,4.6,True
764,Mosquera-Ortiz,Ecuador,13,3.3,True
765,García Group,Mexico,8,5.0,True
766,Velásquez-Molina,Peru,7,3.4,True
767,Rodríguez LLC,Peru,14,4.4,True
768,"López, Carvajal and Valencia",Chile,9,3.0,True
769,Rodríguez-Peña,Colombia,13,3.4,True
770,Vanegas PLC,Mexico,14,4.9,True
771,Córdoba and Sons,Peru,2,3.8,True
772,"Flórez, Hernández and Suárez",Ecuador,6,4.5,True
773,Sánchez-Pérez,Colombia,11,4.1,True
774,Salazar-Ramos,Peru,12,3.9,True
775,Morales and Sons,Ecuador,3,4.8,True
776,"Pineda, Vega and Ramírez",Ecuador,5,3.9,True
777,Hernández Inc,Chile,8,2.9,False
778,Quintero-Beltrán,Colombia,12,3.5,True
779,Mendoza-Osorio,Mexico,2,4.3,True
780,"Quiroz, Hernández and Ruiz",Ecuador,9,4.2,True
781,"Ramírez, Álvarez and Alfonso",Ecuador,5,3.1,True
782,Jiménez-Vélez,Peru,4,3.6,True
783,Bolaños-Ocampo,Colombia,8,3.7,True
784,Rivera-Ayala,Colombia,6,3.8,True
785,Morales-Montenegro,Chile,9,3.2,True
786,Vega PLC,Chile,5,3.6,False
787,Carrillo PLC,Colombia,12,3.6,True
788,Cantillo Group,Peru,2,,True
789,"Rojas, Bautista and Serrano",Chile,13,4.5,True
790,Figueroa Group,Colombia,1,3.9,True
791,"Sierra, Barrera and Vargas",Colombia,11,3.8,True
792,"Sánchez, Salazar and Rivera",Chile,5,4.1,True
793,Arroyo-Acosta,Peru,6,3.5,True
794,Lozano-Salgado,Ecuador,1,3.3,True
795,"Guerrero, Gómez and Bolaños",Chile,10,3.4,True
796,"Lara, Montoya and Henao",Mexico,3,3.6,True
797,González and Sons,Ecuador,10,3.3,True
798,"Vergara, Pérez and Ávila",Chile,11,4.1,True
799,"Castrillón, Buitrago and Castillo",Mexico,12,4.4,True
800,Paz-Osorio,Chile,10,3.0,False
