id_devolucion,id_trans_origen,art_id,id_tienda,fec_devolucion,qty_devuelta,motivo_cod,canal_devolucion,estado_devolucion,vr_reembolso
15093,169203,1904,93,2026-03-19,1,No cumple expectativas,Tienda fisica,Aprobada,125800.0
15094,810889,4425,1,2026-08-03,1,Producto vencido,Tienda fisica,En proceso,111500.0
15095,930019,2586,88,2025-10-03,2,Talla incorrecta,Ecommerce,Aprobada,175100.0
15096,561830,4384,49,2025-10-17,1,Producto vencido,Ecommerce,Aprobada,100100.0
15097,590244,1704,107,2026-04-23,2,Producto vencido,Marketplace,En proceso,117100.0
15098,48601,2749,27,2026-01-11,1,Talla incorrecta,Tienda fisica,Aprobada,156300.0
15099,885460,2651,17,2026-03-16,2,Error en pedido,Tienda fisica,Aprobada,130600.0
15100,711318,2241,122,2026-08-09,1,Producto defectuoso,Ecommerce,En proceso,133500.0
15101,922475,4608,102,2026-08-25,2,Producto defectuoso,Ecommerce,En proceso,220600.0
15102,595862,3406,113,2026-05-28,2,No cumple expectativas,Tienda fisica,Aprobada,2700.0
15103,972773,2597,65,2025-11-06,1,Talla incorrecta,Tienda fisica,Aprobada,42900.0
15104,243950,1216,142,2026-08-06,1,Producto vencido,Marketplace,Aprobada,16600.0
15105,467423,510,142,2026-09-07,2,Error en pedido,Marketplace,Rechazada,107400.0
15106,686807,1284,86,2026-03-21,1,No cumple expectativas,Ecommerce,Rechazada,95900.0
15107,95347,4752,57,2025-09-19,2,No cumple expectativas,Ecommerce,Aprobada,169500.0
15108,856761,3394,59,2025-11-09,2,No cumple expectativas,Ecommerce,Aprobada,119000.0
15109,720826,2866,100,2026-01-31,2,Error en pedido,Tienda fisica,Aprobada,134400.0
15110,161341,2012,36,2026-08-14,2,No cumple expectativas,Tienda fisica,Aprobada,177900.0
15111,240358,3968,53,2025-12-10,1,Producto defectuoso,Ecommerce,Aprobada,153900.0
15112,348597,689,78,2025-09-30,1,Error en pedido,Ecommerce,Rechazada,98200.0
15113,294846,123,82,2026-03-28,1,No cumple expectativas,Ecommerce,Aprobada,42400.0
15114,96367,2558,113,2026-03-23,1,No cumple expectativas,Ecommerce,Aprobada,49100.0
15115,916924,3305,17,2026-07-21,2,Producto defectuoso,Tienda fisica,Aprobada,216000.0
15116,276388,3210,122,2026-07-16,2,Producto defectuoso,Ecommerce,Aprobada,78500.0
15117,367923,1801,138,2026-04-13,1,No cumple expectativas,Marketplace,Aprobada,50000.0
15118,148929,3908,147,2025-11-09,1,No cumple expectativas,Marketplace,En proceso,233000.0
15119,730924,3831,44,2026-06-05,1,Error en pedido,Tienda fisica,Aprobada,134300.0
15120,977898,4053,97,2026-03-07,2,Producto vencido,Tienda fisica,En proceso,216300.0
15121,915903,3633,116,2026-06-05,2,Error en pedido,Marketplace,Aprobada,57600.0
15122,963383,3053,41,2026-04-23,2,No cumple expectativas,Tienda fisica,Rechazada,223300.0
15123,397457,365,91,2025-12-25,2,Producto vencido,Ecommerce,Aprobada,91000.0
15124,385273,3372,30,2026-05-15,2,Error en pedido,Tienda fisica,En proceso,148400.0
15125,819481,631,79,2026-03-29,1,Talla incorrecta,Tienda fisica,Aprobada,20300.0
15126,887081,4866,54,2025-12-18,2,Error en pedido,Ecommerce,Aprobada,43700.0
15127,85210,4932,74,2026-04-20,1,Producto defectuoso,Ecommerce,Rechazada,72300.0
15128,8745,2224,135,2026-06-20,1,Talla incorrecta,Ecommerce,Aprobada,55100.0
15129,760061,2405,111,2026-07-30,1,Error en pedido,Tienda fisica,Aprobada,150900.0
15130,965809,2823,89,2026-01-16,1,Talla incorrecta,Tienda fisica,En proceso,158700.0
15131,938176,4285,59,2026-01-28,2,Error en pedido,Tienda fisica,Rechazada,189000.0
15132,44991,4151,119,2025-10-13,1,Error en pedido,Ecommerce,Aprobada,11600.0
15133,942248,643,21,2026-08-15,2,Error en pedido,Tienda fisica,En proceso,112800.0
15134,183084,953,134,2026-01-04,2,Talla incorrecta,Tienda fisica,Aprobada,204100.0
15135,588068,1774,46,2026-03-22,2,Talla incorrecta,Tienda fisica,En proceso,41600.0
15136,231710,4766,30,2025-09-25,1,Talla incorrecta,Tienda fisica,Aprobada,57600.0
15137,547638,2127,82,2026-02-15,1,Error en pedido,Tienda fisica,En proceso,15700.0
15138,190849,4577,52,2025-11-21,1,Producto defectuoso,Ecommerce,Aprobada,44100.0
15139,901701,446,122,2026-09-14,1,Error en pedido,Tienda fisica,Aprobada,190900.0
15140,686066,2631,104,2026-01-12,1,Producto defectuoso,Ecommerce,En proceso,49300.0
15141,79548,3798,125,2025-11-15,2,No cumple expectativas,Ecommerce,Aprobada,80300.0
15142,11728,3857,5,2026-03-08,1,No cumple expectativas,Tienda fisica,Aprobada,187200.0
15143,869485,1397,25,2026-06-15,2,Error en pedido,Tienda fisica,Aprobada,99500.0
15144,731676,957,97,2025-10-19,1,Error en pedido,Tienda fisica,Aprobada,120700.0
15145,898655,94,18,2026-06-03,2,Producto defectuoso,Ecommerce,En proceso,115000.0
15146,760409,4255,32,2026-04-01,2,Error en pedido,Tienda fisica,Aprobada,83100.0
15147,991993,1429,20,2026-08-11,2,Error en pedido,Tienda fisica,Aprobada,12700.0
15148,967194,3371,112,2026-07-31,2,No cumple expectativas,Tienda fisica,Aprobada,191000.0
15149,942754,736,149,2026-04-07,2,Talla incorrecta,Marketplace,Aprobada,69500.0
15150,765450,999999,17,2026-02-16,1,Talla incorrecta,Ecommerce,Aprobada,167400.0
15151,327798,4796,92,2025-10-23,2,Talla incorrecta,Ecommerce,Aprobada,128000.0
15152,647048,939,55,2026-03-25,2,Producto defectuoso,Tienda fisica,Aprobada,222300.0
15153,893696,323,130,2026-03-06,2,No cumple expectativas,Ecommerce,Rechazada,16400.0
15154,43062,501,118,2025-12-10,2,No cumple expectativas,Tienda fisica,Aprobada,76700.0
15155,33742,1986,25,2026-03-16,1,Producto defectuoso,Ecommerce,Aprobada,136400.0
15156,116081,3284,76,2026-04-22,1,Producto vencido,Ecommerce,Aprobada,162300.0
15157,666620,1422,86,2026-04-09,1,Producto defectuoso,Tienda fisica,Aprobada,125500.0
15158,510489,558,73,2026-02-05,1,Error en pedido,Ecommerce,En proceso,160600.0
15159,309007,4917,145,2026-02-09,2,Error en pedido,Tienda fisica,Aprobada,191600.0
15160,137390,3018,23,2026-07-18,1,No cumple expectativas,Tienda fisica,Aprobada,123700.0
15161,268265,3581,87,2025-09-10,2,No cumple expectativas,Tienda fisica,Aprobada,201000.0
15162,35162,3744,118,2026-05-02,2,Error en pedido,Tienda fisica,Aprobada,112600.0
15163,395609,2302,2,2026-07-17,2,No cumple expectativas,Ecommerce,En proceso,194600.0
15164,501278,4328,58,2025-12-11,2,Producto defectuoso,Tienda fisica,Aprobada,87700.0
15165,639965,1045,14,2026-08-12,1,Talla incorrecta,Tienda fisica,Aprobada,122100.0
15166,963794,858,129,2026-04-20,1,Talla incorrecta,Tienda fisica,En proceso,6100.0
15167,649691,4161,131,2026-04-07,2,No cumple expectativas,Tienda fisica,Aprobada,27500.0
15168,625109,476,19,2025-12-28,1,Talla incorrecta,Marketplace,Aprobada,86000.0
15169,270484,4643,107,2025-10-16,2,Error en pedido,Ecommerce,Rechazada,74200.0
15170,842996,4713,22,2026-08-10,1,Error en pedido,Tienda fisica,Aprobada,117700.0
15171,236486,1090,66,2026-05-12,2,Error en pedido,Marketplace,Aprobada,21000.0
15172,24513,1951,75,2026-01-01,1,No cumple expectativas,Ecommerce,Aprobada,35600.0
15173,430499,3125,44,2026-01-27,1,Producto vencido,Ecommerce,En proceso,96800.0
15174,515567,4778,89,2025-10-05,1,Producto vencido,Tienda fisica,Aprobada,70400.0
15175,376464,1594,88,2025-12-08,2,No cumple expectativas,Tienda fisica,En proceso,180900.0
15176,248824,3018,26,2026-03-21,1,Producto defectuoso,Tienda fisica,Aprobada,128200.0
15177,390781,4156,87,2025-11-18,1,No cumple expectativas,Tienda fisica,Rechazada,29400.0
15178,298723,4591,20,2026-08-24,1,Producto defectuoso,Tienda fisica,Aprobada,9500.0
15179,396673,4136,14,2026-09-03,2,No cumple expectativas,Ecommerce,Aprobada,71800.0
15180,663306,3828,29,2026-02-28,2,Producto defectuoso,Marketplace,Aprobada,61300.0
15181,732105,1767,79,2026-07-16,1,Producto vencido,Ecommerce,Aprobada,108200.0
15182,327526,4675,137,2026-03-05,1,Producto defectuoso,Tienda fisica,Aprobada,2100.0
15183,412291,2698,40,2026-02-08,1,Talla incorrecta,Tienda fisica,En proceso,76400.0
15184,197987,1366,56,2025-11-28,1,No cumple expectativas,Tienda fisica,En proceso,219900.0
15185,765180,4355,100,2026-06-10,1,Producto vencido,Tienda fisica,Aprobada,248000.0
15186,471206,1316,93,2025-11-06,2,No cumple expectativas,Tienda fisica,En proceso,68400.0
15187,739135,3956,48,2026-05-23,2,Error en pedido,Ecommerce,Aprobada,202300.0
15188,465646,1975,19,2026-05-30,1,Producto vencido,Tienda fisica,Aprobada,158500.0
15189,395448,720,78,2026-08-22,1,Producto defectuoso,Ecommerce,Aprobada,78200.0
15190,645379,441,81,2026-03-28,2,No cumple expectativas,Tienda fisica,Aprobada,119200.0
15191,740854,3450,128,2026-08-24,1,Talla incorrecta,Tienda fisica,Rechazada,93200.0
15192,142980,4592,68,2026-04-25,2,No cumple expectativas,Tienda fisica,En proceso,148700.0
15193,357148,4932,93,2026-06-10,1,Talla incorrecta,Marketplace,En proceso,75800.0
15194,109779,3428,126,2025-09-20,1,No cumple expectativas,Ecommerce,Aprobada,113400.0
15195,533412,3452,129,2026-07-28,2,Talla incorrecta,Marketplace,Aprobada,111900.0
15196,683935,165,58,2025-12-29,1,Talla incorrecta,Tienda fisica,Aprobada,9800.0
15197,923477,3483,145,2026-01-30,2,Producto defectuoso,Tienda fisica,Aprobada,116300.0
15198,171693,1152,18,2026-01-14,2,Error en pedido,Tienda fisica,En proceso,113300.0
15199,91954,316,111,2025-10-30,1,Talla incorrecta,Tienda fisica,Aprobada,5800.0
15200,623825,3248,49,2026-02-22,2,Talla incorrecta,Ecommerce,Rechazada,18200.0
15201,874335,555,32,2026-04-23,2,Talla incorrecta,Ecommerce,Aprobada,46200.0
15202,424858,3840,70,2026-03-23,2,Producto defectuoso,Ecommerce,En proceso,208400.0
15203,592104,2693,26,2026-08-08,1,Talla incorrecta,Ecommerce,Aprobada,117300.0
15204,260238,288,25,2026-08-29,2,No cumple expectativas,Tienda fisica,Aprobada,144200.0
15205,77664,89,100,2026-01-21,2,Error en pedido,Ecommerce,Aprobada,95800.0
15206,857628,694,38,2026-08-27,1,No cumple expectativas,Tienda fisica,En proceso,2300.0
15207,841700,394,98,2026-08-09,1,Talla incorrecta,Ecommerce,Aprobada,39600.0
15208,347115,718,36,2025-10-07,2,Producto defectuoso,Tienda fisica,En proceso,217800.0
15209,302968,238,57,2026-07-28,1,No cumple expectativas,Tienda fisica,Aprobada,206500.0
15210,917458,110,101,2026-05-03,2,Talla incorrecta,Ecommerce,Aprobada,25600.0
15211,615614,2350,142,2026-04-22,1,Error en pedido,Tienda fisica,Aprobada,7300.0
15212,294552,1598,120,2026-03-23,1,Talla incorrecta,Ecommerce,Aprobada,119900.0
15213,640879,946,55,2026-07-10,2,Producto defectuoso,Ecommerce,Aprobada,203000.0
15214,56202,2914,43,2026-07-02,2,Error en pedido,Ecommerce,En proceso,112800.0
15215,110174,3666,7,2026-01-23,2,No cumple expectativas,Tienda fisica,Aprobada,66400.0
15216,110110,4898,49,2026-04-07,1,Producto defectuoso,Tienda fisica,En proceso,143400.0
15217,626647,577,83,2025-10-13,2,Talla incorrecta,Ecommerce,Aprobada,112400.0
15218,183356,905,120,2025-11-15,1,No cumple expectativas,Marketplace,Aprobada,217400.0
15219,733886,3430,10,2026-06-23,2,No cumple expectativas,Tienda fisica,Rechazada,195600.0
15220,790813,3226,28,2025-11-21,1,Talla incorrecta,Ecommerce,Aprobada,9100.0
15221,89766,3477,148,2025-12-23,1,Producto defectuoso,Tienda fisica,En proceso,232200.0
15222,207004,2634,112,2026-06-20,2,Error en pedido,Ecommerce,En proceso,79100.0
15223,742252,375,110,2026-02-04,2,Error en pedido,Tienda fisica,Aprobada,206100.0
15224,825474,3733,59,2025-09-29,1,Error en pedido,Tienda fisica,Aprobada,5600.0
15225,908347,2290,16,2025-11-30,1,Talla incorrecta,Ecommerce,Aprobada,4200.0
15226,144516,1531,46,2026-08-22,2,Producto vencido,Marketplace,En proceso,170700.0
15227,546150,2704,86,2026-01-19,1,Producto defectuoso,Ecommerce,Aprobada,174400.0
15228,954251,2577,53,2026-05-06,2,Producto defectuoso,Tienda fisica,Aprobada,196400.0
15229,455443,1005,28,2025-12-23,1,Error en pedido,Ecommerce,Aprobada,101900.0
15230,858949,3634,84,2026-07-02,2,Error en pedido,Ecommerce,En proceso,223800.0
15231,1601,340,100,2026-03-12,2,Producto defectuoso,Tienda fisica,En proceso,92200.0
15232,358458,3270,32,2025-10-31,2,No cumple expectativas,Ecommerce,Rechazada,53800.0
15233,698926,4182,139,2026-03-02,1,Talla incorrecta,Ecommerce,Aprobada,202400.0
15234,481998,3658,118,2026-03-17,2,No cumple expectativas,Tienda fisica,En proceso,147200.0
15235,43193,2436,110,2026-04-01,2,No cumple expectativas,Tienda fisica,Aprobada,13000.0
15236,472546,1297,126,2025-10-13,1,No cumple expectativas,Tienda fisica,Aprobada,128800.0
15237,311862,1591,89,2026-01-17,1,Error en pedido,Tienda fisica,Aprobada,209700.0
15238,261070,2730,132,2026-02-26,1,Producto vencido,Tienda fisica,En proceso,119400.0
15239,688607,1621,45,2025-11-02,2,Producto defectuoso,Tienda fisica,Aprobada,135600.0
15240,298805,3776,103,2026-04-22,1,Producto vencido,Tienda fisica,Aprobada,160500.0
15241,723496,4042,22,2025-11-27,2,Producto defectuoso,Tienda fisica,Rechazada,106000.0
15242,829791,4031,122,2026-04-21,2,Producto defectuoso,Tienda fisica,Aprobada,84500.0
15243,927950,1643,138,2026-07-01,1,No cumple expectativas,Ecommerce,Aprobada,73200.0
15244,269607,1927,6,2026-03-04,1,Producto defectuoso,Tienda fisica,Rechazada,142100.0
15245,527425,1881,77,2026-05-27,2,Producto defectuoso,Tienda fisica,Rechazada,65300.0
15246,512450,1244,149,2025-11-17,2,Error en pedido,Tienda fisica,Aprobada,165000.0
15247,844703,4898,62,2026-03-26,2,No cumple expectativas,Tienda fisica,Aprobada,166000.0
15248,466987,4034,97,2026-01-17,1,Producto vencido,Ecommerce,En proceso,1700.0
15249,959206,3112,79,2025-09-12,1,Error en pedido,Tienda fisica,Rechazada,3500.0
15250,556598,4851,138,2026-04-08,2,Talla incorrecta,Tienda fisica,Aprobada,133300.0
15251,282455,3422,45,2026-09-02,2,No cumple expectativas,Ecommerce,Aprobada,57500.0
15252,857351,448,69,2026-03-01,2,Talla incorrecta,Tienda fisica,Aprobada,63800.0
15253,499805,3615,2,2026-01-18,2,Producto vencido,Ecommerce,Aprobada,140600.0
15254,99940,4616,75,2025-11-24,1,Talla incorrecta,Tienda fisica,Aprobada,127900.0
15255,98063,1932,80,2025-10-28,2,Error en pedido,Tienda fisica,Aprobada,10800.0
15256,152344,2868,120,2025-12-06,2,No cumple expectativas,Tienda fisica,Aprobada,54500.0
15257,851378,2924,134,2026-06-13,1,No cumple expectativas,Tienda fisica,Aprobada,143100.0
15258,81367,393,76,2025-12-13,1,No cumple expectativas,Tienda fisica,Rechazada,119900.0
15259,616221,1000,108,2026-04-21,2,Error en pedido,Tienda fisica,Rechazada,181100.0
15260,95493,18,58,2026-03-09,2,No cumple expectativas,Ecommerce,Aprobada,91900.0
15261,229058,106,81,2026-05-21,1,Producto defectuoso,Tienda fisica,Aprobada,181700.0
15262,391810,3852,133,2026-08-09,2,Producto vencido,Ecommerce,Aprobada,14700.0
15263,224786,2382,43,2026-05-06,1,Producto defectuoso,Tienda fisica,Aprobada,77700.0
15264,198577,4710,42,2026-06-21,2,Talla incorrecta,Tienda fisica,En proceso,25100.0
15265,493225,2575,26,2026-04-03,2,No cumple expectativas,Marketplace,Aprobada,208100.0
15266,71723,3814,32,2026-05-22,2,Producto defectuoso,Tienda fisica,Aprobada,67900.0
15267,985079,3935,26,2025-11-19,1,Error en pedido,Tienda fisica,Aprobada,75900.0
15268,579482,3402,106,2026-04-01,1,Talla incorrecta,Marketplace,Aprobada,181000.0
15269,264496,2674,21,2026-05-24,1,No cumple expectativas,Tienda fisica,Aprobada,134900.0
15270,761706,1146,104,2025-09-15,1,Producto defectuoso,Tienda fisica,Aprobada,71200.0
15271,912892,4985,62,2026-07-19,1,Producto defectuoso,Tienda fisica,Aprobada,173600.0
15272,752126,4443,8,2026-08-09,2,Talla incorrecta,Tienda fisica,Aprobada,120500.0
15273,622506,1519,14,2026-03-28,1,Talla incorrecta,Tienda fisica,En proceso,86700.0
15274,922795,4722,63,2026-09-08,2,Talla incorrecta,Ecommerce,Aprobada,73800.0
15275,220316,4913,21,2026-08-05,1,Producto defectuoso,Tienda fisica,En proceso,208600.0
15276,263864,1892,125,2026-08-08,2,Producto vencido,Tienda fisica,Rechazada,97900.0
15277,181892,1643,44,2026-05-04,2,No cumple expectativas,Tienda fisica,Aprobada,63800.0
15278,897144,4822,109,2025-11-20,2,Talla incorrecta,Tienda fisica,Aprobada,17500.0
15279,869295,4899,29,2026-03-01,1,No cumple expectativas,Tienda fisica,Aprobada,181900.0
15280,676807,1076,35,2026-08-28,2,Producto defectuoso,Ecommerce,Aprobada,242900.0
15281,653147,3442,39,2026-01-16,1,Error en pedido,Marketplace,Aprobada,57500.0
15282,875264,4952,59,2025-09-16,1,No cumple expectativas,Tienda fisica,En proceso,91800.0
15283,278993,3110,117,2026-05-19,2,Producto vencido,Ecommerce,Rechazada,204000.0
15284,619324,4729,63,2025-11-30,1,Producto vencido,Ecommerce,Rechazada,124100.0
15285,373866,4537,4,2026-06-16,1,No cumple expectativas,Tienda fisica,Aprobada,161000.0
15286,253918,1666,135,2026-02-27,2,No cumple expectativas,Ecommerce,En proceso,183900.0
15287,486535,1215,68,2026-08-28,1,Producto vencido,Tienda fisica,Aprobada,18100.0
15288,393498,1893,110,2026-02-06,2,Error en pedido,Ecommerce,En proceso,66000.0
15289,321951,1235,129,2026-09-06,2,Error en pedido,Tienda fisica,Aprobada,7600.0
15290,21290,983,10,2025-09-19,1,Producto defectuoso,Marketplace,En proceso,21100.0
15291,921483,1071,111,2026-02-16,2,Error en pedido,Tienda fisica,Aprobada,45800.0
15292,735707,20,33,2026-02-08,1,No cumple expectativas,Tienda fisica,En proceso,188200.0
15293,336547,3974,59,2026-02-03,2,Producto defectuoso,Tienda fisica,Aprobada,44200.0
15294,670492,2915,116,2025-11-08,2,Producto vencido,Tienda fisica,Aprobada,185700.0
15295,866102,931,94,2025-09-25,2,Producto defectuoso,Ecommerce,Aprobada,8500.0
15296,296675,971,71,2026-03-28,1,No cumple expectativas,Tienda fisica,Aprobada,2100.0
15297,240831,4478,146,2026-05-13,2,Producto defectuoso,Ecommerce,Aprobada,148400.0
15298,28312,1658,46,2026-02-08,1,Producto vencido,Marketplace,Aprobada,70000.0
15299,623917,2677,52,2026-01-31,2,No cumple expectativas,Marketplace,Aprobada,89400.0
15300,533953,1515,52,2026-03-01,1,Error en pedido,Tienda fisica,Aprobada,76600.0
15301,525020,1221,7,2026-02-05,1,Error en pedido,Ecommerce,En proceso,201600.0
15302,292541,2369,31,2025-12-28,2,Producto vencido,Marketplace,Aprobada,92900.0
15303,525416,3883,74,2026-04-17,1,Producto defectuoso,Ecommerce,Aprobada,177300.0
15304,783627,3059,150,2026-06-13,2,Talla incorrecta,Tienda fisica,Aprobada,26300.0
15305,776054,3971,52,2026-03-08,2,Error en pedido,Tienda fisica,Aprobada,225000.0
15306,559860,1054,107,2026-07-22,2,Talla incorrecta,Tienda fisica,Aprobada,20000.0
15307,484526,615,122,2026-04-19,2,Error en pedido,Tienda fisica,Aprobada,110900.0
15308,954749,1616,56,2026-08-26,2,Error en pedido,Ecommerce,Aprobada,148900.0
15309,235860,296,141,2025-12-01,2,No cumple expectativas,Tienda fisica,En proceso,234300.0
15310,479888,2730,18,2026-08-11,2,Producto defectuoso,Tienda fisica,Aprobada,104900.0
15311,383814,3372,108,2026-01-10,1,Producto defectuoso,Marketplace,Aprobada,134700.0
15312,322644,4399,104,2026-06-17,2,Producto defectuoso,Ecommerce,Aprobada,174500.0
15313,931465,925,62,2026-06-14,2,Error en pedido,Tienda fisica,Aprobada,194700.0
15314,910371,804,2,2025-11-30,2,Error en pedido,Ecommerce,Aprobada,112900.0
15315,219175,3038,79,2026-06-25,2,No cumple expectativas,Ecommerce,Aprobada,68000.0
15316,643614,345,123,2026-05-01,1,Error en pedido,Ecommerce,Aprobada,200100.0
15317,252871,275,123,2025-12-16,1,No cumple expectativas,Marketplace,Aprobada,122500.0
15318,288686,4717,130,2025-11-16,2,Error en pedido,Ecommerce,Rechazada,236900.0
15319,79909,3902,84,2026-07-04,2,No cumple expectativas,Tienda fisica,En proceso,100600.0
15320,350847,2730,44,2025-10-07,2,Error en pedido,Ecommerce,Aprobada,121500.0
15321,551304,725,109,2026-04-27,2,No cumple expectativas,Marketplace,Aprobada,41000.0
15322,193466,2866,136,2026-05-03,2,Talla incorrecta,Marketplace,Aprobada,122500.0
15323,30786,158,102,2026-08-09,1,Error en pedido,Marketplace,En proceso,52900.0
15324,992309,3563,77,2025-10-24,1,Error en pedido,Tienda fisica,Aprobada,222000.0
15325,837383,1341,84,2026-06-27,2,Talla incorrecta,Tienda fisica,Aprobada,86100.0
15326,617251,2175,124,2026-07-06,2,Talla incorrecta,Tienda fisica,En proceso,65800.0
15327,412438,2216,93,2025-10-10,1,Producto defectuoso,Tienda fisica,Aprobada,166300.0
15328,452439,4350,66,2026-05-16,1,Producto defectuoso,Ecommerce,En proceso,225900.0
15329,689621,2887,60,2026-02-12,1,Talla incorrecta,Tienda fisica,Aprobada,5700.0
15330,848078,3933,15,2026-02-20,1,Talla incorrecta,Marketplace,Aprobada,80200.0
15331,238645,1395,144,2025-12-30,2,No cumple expectativas,Marketplace,Aprobada,126900.0
15332,558326,4382,76,2026-04-20,1,Error en pedido,Marketplace,Rechazada,138400.0
15333,187299,2385,150,2026-01-03,2,Talla incorrecta,Tienda fisica,Aprobada,6800.0
15334,722331,3293,101,2026-08-14,2,Producto vencido,Tienda fisica,Aprobada,109900.0
15335,91254,4127,82,2026-07-07,2,No cumple expectativas,Tienda fisica,Aprobada,94400.0
15336,650062,129,76,2026-03-03,1,No cumple expectativas,Tienda fisica,Aprobada,131100.0
15337,189162,2201,92,2026-03-23,2,Talla incorrecta,Ecommerce,Rechazada,182600.0
15338,547463,1706,23,2026-04-09,2,No cumple expectativas,Tienda fisica,En proceso,172400.0
15339,489586,3394,149,2026-04-06,1,Error en pedido,Ecommerce,Rechazada,137100.0
15340,91918,787,31,2026-03-22,2,Producto defectuoso,Tienda fisica,Aprobada,85400.0
15341,444345,4326,136,2026-03-04,2,Error en pedido,Ecommerce,Rechazada,3600.0
15342,612787,238,147,2026-04-29,2,Producto vencido,Tienda fisica,En proceso,173700.0
15343,801756,4327,120,2026-07-11,2,Error en pedido,Tienda fisica,Aprobada,6400.0
15344,793241,3765,71,2026-08-26,2,Error en pedido,Ecommerce,Aprobada,126700.0
15345,516193,109,67,2025-09-22,2,Error en pedido,Tienda fisica,Aprobada,185300.0
15346,172238,4132,65,2025-11-28,2,Producto defectuoso,Tienda fisica,Aprobada,50100.0
15347,856135,2697,68,2026-06-29,2,Talla incorrecta,Tienda fisica,Aprobada,106600.0
15348,171710,4528,17,2026-06-16,2,No cumple expectativas,Tienda fisica,Rechazada,119800.0
15349,790356,4130,111,2025-11-10,1,Error en pedido,Marketplace,Aprobada,80600.0
15350,464717,4760,67,2026-02-06,1,Error en pedido,Ecommerce,Aprobada,178700.0
15351,727764,4054,131,2026-07-09,1,Error en pedido,Tienda fisica,En proceso,73400.0
15352,757912,3461,126,2026-08-30,1,Producto defectuoso,Tienda fisica,Rechazada,180000.0
15353,685717,64,30,2026-07-27,1,Error en pedido,Tienda fisica,Aprobada,188200.0
15354,552599,2047,108,2025-11-07,2,Producto vencido,Tienda fisica,Aprobada,221000.0
15355,118215,982,49,2026-06-29,2,Talla incorrecta,Ecommerce,Aprobada,123200.0
15356,257462,3184,113,2025-09-29,1,Talla incorrecta,Tienda fisica,Aprobada,77100.0
15357,800788,3041,149,2026-01-17,2,No cumple expectativas,Tienda fisica,Aprobada,2500.0
15358,831349,2234,121,2026-05-01,1,Talla incorrecta,Ecommerce,En proceso,18100.0
15359,51520,4937,26,2025-10-09,1,No cumple expectativas,Tienda fisica,En proceso,74900.0
15360,333817,864,148,2026-04-23,1,No cumple expectativas,Tienda fisica,Aprobada,213300.0
15361,126264,578,57,2026-07-17,2,Talla incorrecta,Tienda fisica,Aprobada,176600.0
15362,448601,4958,64,2026-06-07,2,Talla incorrecta,Tienda fisica,En proceso,43600.0
15363,776122,2815,71,2026-04-17,1,Error en pedido,Tienda fisica,Aprobada,36300.0
15364,901883,515,135,2025-09-26,1,Producto vencido,Ecommerce,Aprobada,164200.0
15365,700842,4746,2,2026-01-20,1,No cumple expectativas,Ecommerce,Aprobada,66300.0
15366,530134,1996,39,2026-01-25,1,No cumple expectativas,Ecommerce,Aprobada,189100.0
15367,478023,2731,142,2025-10-22,2,Producto defectuoso,Ecommerce,Aprobada,213000.0
15368,573813,2087,19,2025-11-26,2,Producto defectuoso,Ecommerce,Aprobada,196700.0
15369,483468,4243,148,2025-09-14,1,Error en pedido,Tienda fisica,Aprobada,93500.0
15370,258416,520,49,2025-12-10,1,No cumple expectativas,Tienda fisica,Aprobada,44300.0
15371,967040,1799,109,2026-04-30,1,Producto defectuoso,Tienda fisica,Aprobada,139300.0
15372,735954,2615,60,2025-12-17,2,Producto defectuoso,Tienda fisica,Aprobada,129900.0
15373,355212,3062,125,2025-09-28,2,Talla incorrecta,Ecommerce,En proceso,206400.0
15374,480542,577,101,2026-07-02,1,Error en pedido,Tienda fisica,En proceso,90900.0
15375,984912,632,4,2026-06-17,2,No cumple expectativas,Tienda fisica,Aprobada,43300.0
15376,520026,3966,124,2026-05-16,2,Talla incorrecta,Ecommerce,Aprobada,30900.0
15377,656117,3450,99,2026-03-20,2,Talla incorrecta,Ecommerce,Aprobada,98300.0
15378,366573,2963,110,2026-04-18,1,Producto vencido,Ecommerce,Aprobada,65200.0
15379,85578,3867,64,2026-05-15,2,Talla incorrecta,Tienda fisica,Aprobada,174000.0
15380,52739,2769,52,2025-12-15,2,Producto vencido,Tienda fisica,Aprobada,58000.0
15381,143965,3778,69,2025-10-12,2,Producto defectuoso,Marketplace,En proceso,53300.0
15382,59629,3944,99,2026-08-28,2,No cumple expectativas,Tienda fisica,Aprobada,28100.0
15383,804817,260,29,2025-10-10,2,Talla incorrecta,Ecommerce,En proceso,151100.0
15384,688779,4153,65,2026-07-21,1,Error en pedido,Tienda fisica,Aprobada,134000.0
15385,218017,2042,39,2026-02-25,2,Error en pedido,Marketplace,Aprobada,71600.0
15386,403011,204,111,2026-08-03,2,Producto vencido,Marketplace,En proceso,50200.0
15387,770229,2988,124,2026-04-22,2,Producto vencido,Marketplace,Aprobada,141300.0
15388,809665,4058,126,2025-11-20,1,No cumple expectativas,Ecommerce,Aprobada,118100.0
15389,978309,3512,97,2026-01-04,2,No cumple expectativas,Tienda fisica,Aprobada,86200.0
15390,239230,261,33,2025-12-27,2,No cumple expectativas,Tienda fisica,Rechazada,180800.0
15391,767317,2650,28,2025-12-22,2,Error en pedido,Marketplace,En proceso,92200.0
15392,698782,465,126,2026-08-14,1,Error en pedido,Ecommerce,En proceso,53300.0
